id,paragraph,tokens
1,CHAPTER XIX. DIAMOND’S FRIENDS,diamond frilnd 
2," ONE day when old Diamond was standing with his nose in his bag between Pall Mall and Cockspur Street, and his master was reading the newspaper on the box of his cab, which was the last of a good many in the row, little Diamond got down for a run, for his legs were getting cramped with sitting. And first of all he strolled with his hands in his pockets up to the crossing, where the girl and her broom were to be found in all weathers. Just as he was going to speak to her, a tall gentleman stepped upon the crossing. He was pleased to find it so clean, for the streets were muddy, and he had nice boots on; so he put his hand in his pocket, and gave the girl a penny. But when she gave him a sweet smile in return, and made him a pretty courtesy, he looked at her again, and said:",day old stand nose bag master read newspaper box cab last good many row little get run leg cramped sit first stroll hand pocket crossing girl broom find weather go speak tall gentleman step crossing pleased find clean street muddy have nice boot put hand pocket give girl penny give sweet smile return make pretty courtesy look say 
3,"“Where do you live, my child?”",live child 
4,"“Paradise Row,” she answered; “next door to the Adam and Eve--down the area.”",paradise row answer next door area 
5,“Whom do you live with?” he asked.,live ask 
6,"“My wicked old grannie,” she replied.",wicked old grannie reply 
7,"“You shouldn’t call your grannie wicked,” said the gentleman.",call grannie wicked say gentleman 
8,"“But she is,” said the girl, looking up confidently in his face. “If you don’t believe me, you can come and take a look at her.”",say girl look face believe come take look 
9,"The words sounded rude, but the girl’s face looked so simple that the gentleman saw she did not mean to be rude, and became still more interested in her.",word sound rude girl face look simple gentleman see mean rude become interested 
10,"“Still you shouldn’t say so,” he insisted.",say insist 
11,"“Shouldn’t I? Everybody calls her wicked old grannie--even them that’s as wicked as her. You should hear her swear. There’s nothing like it in the Row. Indeed, I assure you, sir, there’s ne’er a one of them can shut my grannie up once she begins and gets right a-going. You must put her in a passion first, you know. It’s no good till you do that--she’s so old now. How she do make them laugh, to be sure!”",call wicked old grannie wicked hear swear be row assure sir be ne’er shut grannie begin get go put passion know good do old make laugh sure 
12,"Although she called her wicked, the child spoke so as plainly to indicate pride in her grannie’s pre-eminence in swearing.",call wicked child speak indicate pride grannie pre-eminence swearing 
13,"The gentleman looked very grave to hear her, for he was sorry that such a nice little girl should be in such bad keeping. But he did not know what to say next, and stood for a moment with his eyes on the ground. When he lifted them, he saw the face of Diamond looking up in his.",gentleman look grave hear sorry nice little girl such bad keeping know say stand moment eye ground lift see face look 
14,"“Please, sir,” said Diamond, “her grannie’s very cruel to her sometimes, and shuts her out in the streets at night, if she happens to be late.”",sir say grannie cruel shut street night happen late 
15,“Is this your brother?” asked the gentleman of the girl.,brother ask gentleman girl 
16,"“No, sir.”",sir 
17,"“How does he know your grandmother, then? He does not look like one of her sort.”",know grandmother look sort 
18,"“Oh no, sir! He’s a good boy--quite.”",sir good boy 
19,Here she tapped her forehead with her finger in a significant manner.,tap forehead finger significant manner 
20,"“What do you mean by that?” asked the gentleman, while Diamond looked on smiling.",mean ask gentleman look smile 
21,"“The cabbies call him God’s baby,” she whispered. “He’s not right in the head, you know. A tile loose.”",cabbie call baby whisper right head know tile loose 
22,"Still Diamond, though he heard every word, and understood it too, kept on smiling. What could it matter what people called him, so long as he did nothing he ought not to do? And, besides, God’s baby was surely the best of names!",hear word understand keep smile matter person call do do baby good name 
23,"“Well, my little man, and what can you do?” asked the gentleman, turning towards him--just for the sake of saying something.",little man do ask gentleman turn sake say 
24,"“Drive a cab,” said Diamond.",drive cab say 
25,"“Good; and what else?” he continued; for, accepting what the girl had said, he regarded the still sweetness of Diamond’s face as a sign of silliness, and wished to be kind to the poor little fellow.",good continue accept girl say regard sweetness face sign silliness wish kind poor little fellow 
26,"“Nurse a baby,” said Diamond.",nurse baby say 
27,“Well--and what else?”,else 
28,"“Clean father’s boots, and make him a bit of toast for his tea.”",clean father boot make bit toast tea 
29,"“You’re a useful little man,” said the gentleman. “What else can you do?”",useful little man say gentleman do 
30,"“Not much that I know of,” said Diamond. “I can’t curry a horse, except somebody puts me on his back. So I don’t count that.”",much know say curry horse put back count 
31,“Can you read?”,read 
32,"“No. But mother can and father can, and they’re going to teach me some day soon.”",mother can father go teach day 
33,"“Well, here’s a penny for you.”",penny 
34,"“Thank you, sir.”",thank sir 
