id,paragraph,tokens
35,"“And when you have learned to read, come to me, and I’ll give you sixpence and a book with fine pictures in it.”",learn read come give sixpence book fine picture 
36,"“Please, sir, where am I to come?” asked Diamond, who was too much a man of the world not to know that he must have the gentleman’s address before he could go and see him.",sir come ask much man world know have gentleman address go see 
37,"“You’re no such silly!” thought he, as he put his hand in his pocket, and brought out a card. “There,” he said, “your father will be able to read that, and tell you where to go.”",such silly think put hand pocket bring card say father able read tell go 
38,"“Yes, sir. Thank you, sir,” said Diamond, and put the card in his pocket.",sir thank sir say put card pocket 
39,"The gentleman walked away, but turning round a few paces off, saw Diamond give his penny to the girl, and, walking slower heard him say:",gentleman walk turn few pace see give penny girl walk slow hear say 
40,"“I’ve got a father, and mother, and little brother, and you’ve got nothing but a wicked old grannie. You may have my penny.”",get father mother little brother get wicked old grannie have penny 
41,"The girl put it beside the other in her pocket, the only trustworthy article of dress she wore. Her grandmother always took care that she had a stout pocket.",girl put other pocket only trustworthy article dress wear grandmother take care have stout pocket 
42,“Is she as cruel as ever?” asked Diamond.,cruel ask 
43,"“Much the same. But I gets more coppers now than I used to, and I can get summats to eat, and take browns enough home besides to keep her from grumbling. It’s a good thing she’s so blind, though.”",same get more copper use get summat eat take brown keep grumble good thing blind 
44,“Why?” asked Diamond.,ask 
45,"“‘Cause if she was as sharp in the eyes as she used to be, she would find out I never eats her broken wittles, and then she’d know as I must get something somewheres.”",sharp eye use find eat break wittle know get 
46,"“Doesn’t she watch you, then?”",watch 
47,"“O’ course she do. Don’t she just! But I make believe and drop it in my lap, and then hitch it into my pocket.”",course make believe drop lap hitch pocket 
48,“What would she do if she found you out?”,do find 
49,“She never give me no more.”,give more 
50,“But you don’t want it!”,want 
51,"“Yes, I do want it.”",want 
52,"“What do you do with it, then?”",do 
53,“Give it to cripple Jim.”,give cripple 
54,“Who’s cripple Jim?”,cripple 
55,"“A boy in the Row. His mother broke his leg when he wur a kid, so he’s never come to much; but he’s a good boy, is Jim, and I love Jim dearly. I always keeps off a penny for Jim--leastways as often as I can.--But there I must sweep again, for them busses makes no end o’ dirt.”",boy row mother break leg wur kid come much good boy love keep penny leastway sweep busse make end dirt 
56,"“Diamond! Diamond!” cried his father, who was afraid he might get no good by talking to the girl; and Diamond obeyed, and got up again upon the box. He told his father about the gentleman, and what he had promised him if he would learn to read, and showed him the gentleman’s card.",diamond diamond cry father afraid get good talk girl obey get box tell father gentleman promise learn read show gentleman card 
57,"“Why, it’s not many doors from the Mews!” said his father, giving him back the card. “Take care of it, my boy, for it may lead to something. God knows, in these hard times a man wants as many friends as he’s ever likely to get.”",many door say father give card take care boy lead know hard time man want many friend likely get 
58,"“Haven’t you got friends enough, father?” asked Diamond.",get friend father ask 
59,"“Well, I have no right to complain; but the more the better, you know.”",have right complain good know 
60,"“Just let me count,” said Diamond.",let count say 
61,"And he took his hands from his pockets, and spreading out the fingers of his left hand, began to count, beginning at the thumb.",take hand pocket spread finger left hand begin count begin thumb 
62,"“There’s mother, first, and then baby, and then me. Next there’s old Diamond--and the cab--no, I won’t count the cab, for it never looks at you, and when Diamond’s out of the shafts, it’s nobody. Then there’s the man that drinks next door, and his wife, and his baby.”",be mother first baby be old cab count cab look shaft be man drink next door wife baby 
63,"“They’re no friends of mine,” said his father.",friend say father 
64,"“Well, they’re friends of mine,” said Diamond.",friend say 
65,His father laughed.,father laugh 
66,“Much good they’ll do you!” he said.,much good do say 
67,“How do you know they won’t?” returned Diamond.,know return 
68,"“Well, go on,” said his father.",go say father 
69,"“Then there’s Jack and Mr. Stonecrop, and, deary me! not to have mentioned Mr. Coleman and Mrs. Coleman, and Miss Coleman, and Mrs. Crump. And then there’s the clergyman that spoke to me in the garden that day the tree was blown down.”",be deary mention be clergyman speak garden day tree blow 
70,“What’s his name!”,name 
71,“I don’t know his name.”,know name 
72,“Where does he live?”,live 
73,“I don’t know.”,know 
74,"“How can you count him, then?”",count 
75,"“He did talk to me, and very kindlike too.”",talk kindlike 
76,His father laughed again.,father laugh 
77,"“Why, child, you’re just counting everybody you know. That don’t make ‘em friends.”",child count know make friend 
78,"“Don’t it? I thought it did. Well, but they shall be my friends. I shall make ‘em.”",think friend make 
79,“How will you do that?”,do 
80,"“They can’t help themselves then, if they would. If I choose to be their friend, you know, they can’t prevent me. Then there’s that girl at the crossing.”",help choose friend know prevent be girl crossing 
81,"“A fine set of friends you do have, to be sure, Diamond!”",fine set friend have sure 
82,"“Surely she’s a friend anyhow, father. If it hadn’t been for her, you would never have got Mrs. Coleman and Miss Coleman to carry home.”",friend father get carry home 
83,"His father was silent, for he saw that Diamond was right, and was ashamed to find himself more ungrateful than he had thought.",father silent see right ashamed find ungrateful think 
84,"“Then there’s the new gentleman,” Diamond went on.",be new gentleman go 
85,"“If he do as he say,” interposed his father.",do say interpose father 
86,"“And why shouldn’t he? I daresay sixpence ain’t too much for him to spare. But I don’t quite understand, father: is nobody your friend but the one that does something for you?”",sixpence much spare understand father be friend one do 
87,"“No, I won’t say that, my boy. You would have to leave out baby then.”",say boy have leave baby 
88,"“Oh no, I shouldn’t. Baby can laugh in your face, and crow in your ears, and make you feel so happy. Call you that nothing, father?”",baby laugh face crow ear make feel happy call father 
89,"The father’s heart was fairly touched now. He made no answer to this last appeal, and Diamond ended off with saying:",father heart touch make answer last appeal end say 
90,"“And there’s the best of mine to come yet--and that’s you, daddy--except it be mother, you know. You’re my friend, daddy, ain’t you? And I’m your friend, ain’t I?”",be good come daddy mother know friend friend 
91,"“And God for us all,” said his father, and then they were both silent for that was very solemn.",say father silent solemn 
92,,
93, ,
