id,paragraph,tokens
1,CHAPTER XVII. THE LAST BIRTH-DAY.,last birth day 
2,"  Mere human power shall fast decay,   And youthful vigour cease;   But they who wait upon the Lord,   In strength shall still increase.",mere human power fast decay youthful vigour cease wait strength increase 
3," Frank felt no unnatural apathy or indifference about dying, for he looked upon it with awe, though not with fear; nor did he express any rapturous excitement on the solemn occasion, knowing that death is an appointed penalty for transgression, which, though deprived of its sharpest sting by the triumphs of the cross, yet awfully testifies to all succeeding generations, that each living man has individually merited the utmost wrath of God, and that the last moment on earth, of even the most devoted Christian, must be darkened by the gloom of our original sin and natural corruption. Yet, ""as in Adam all die, so in Christ are all made alive;"" and amidst the throng of consolatory and affecting meditations that crowded into his mind on the great subject of our salvation, he kept a little book in which were carefully recorded such texts and reflections as he considered likely to strengthen his own faith, and to comfort those he left behind--saying one day to Major Graham,",feel unnatural apathy indifference die look awe fear express rapturous excitement solemn occasion know death appoint penalty transgression deprive sharp sting triumph cross testify succeed generation living man merite utmost wrath last moment earth devoted darken gloom original sin natural corruption die make alive throng consolatory affect meditation crowd mind great subject salvation keep little book record such text reflection consider likely strengthen own faith comfort leave say day 
4,"""Tell grandmama, that though my days have been few upon the earth, they were happy! When you think of me, uncle David, after my sufferings are over, it may well be a pleasing remembrance, that you were always the best, the kindest of friends. Oh! how kind! but I must not--cannot speak of that----. This is my birth-day!--my last birth-day! Many a joyous one we kept together, but those merry days are over, and these sadder ones too shall cease; yet the time is fast approaching, so welcome to us both,",tell grandmama day few earth happy think uncle suffering pleasing remembrance good kindest friend kind speak birth day last birth day many joyous one keep merry day sadder one cease time fast approach 
5,"  'When death-divided friends at last   Shall meet to part no more.'""",death divide friend last meet part more 
6,"In the evening, Major Graham observed that Frank made Mrs. Crabtree bring everything belonging to him, and lay it on the table, when he employed himself busily in tying up a number of little parcels, remarking, with a languid smile,",evening observe make bring belong lay table employ tie number little parcel remark languid smile 
7,"""My possessions are not valuable, but these are for some old friends and messmates, who will be pleased to receive a trifling memorial of one who loved them. Send my dirk to Peter Grey, who is much reformed now. Here are all the letters any of you ever sent me; how very often they have been read! but now, even that intercourse must end; keep them, for they were the dearest treasures I possessed. At Madras, formerly, I remember hearing of a nabob who was bringing his whole fortune home in a chest of gold, but the ropes for hoisting his treasure on board were so insufficient, that the whole gave way, and it fell into the ocean, never to be recovered. That seemed a very sudden termination of his hopes and plans, but scarcely more unexpected than my own. 'We are a wind that passeth away and cometh not again.' Many restless nights are ordained for me now, probably that I may find no resource but prayer and meditation. Others can afford time to slumber, but I so soon shall sleep the sleep of death, that it becomes a blessing to have such hours of solitary thought, for preparing my heart and establishing my faith, during this moment of need.""",possession valuable old friend messmate pleased receive trifl memorial love send dirk reform letter send read intercourse end keep dearest treasure possess remember hear nabob bring whole fortune chest gold rope hoist treasure board insufficient whole give way fall ocean recover seem sudden termination hope plan unexpected own wind passeth cometh many restless night ordain find resource prayer meditation other afford time slumber sleep sleep death become blessing have such hour solitary thought prepare heart establish faith moment need 
8,"""Yes, Frank! but your prayers are not solitary, for ours are joined to yours,"" added Laura. ""I read in an old author lately, that Christian friends in this world might be compared to travellers going along the same road in separate carriages--sometimes they are together--often they are apart--sometimes they can exchange assistance, as we do now--and often they jostle against each other, till at last, having reached the journey's end, they are removed out of these earthly vehicles into a better state, where they shall look back upon former circumstances, and know even as they are known.""",prayer solitary join add read old author christian friend world compare traveller go same road separate carriage exchange assistance do jostle other last reach journey end remove earthly vehicle good state look former circumstance know know 
9,"Laura was often astonished to observe the change which had taken place in her own character and feelings within the very short period of their distress. Her extreme terror of a thunder-storm formerly, had occasioned many a jest to her brothers, when Harry used, occasionally, to roll heavy weights in the room above her own, to imitate the loudest peals, while Frank sometimes endeavoured to argue her out of that excessive apprehension with which she listened to the most distant surmise of a storm. Now, however, at Hammersmith, long after midnight, the moon, on one occasion, became completely obscured by dense heavy clouds, and the air felt so oppressively hot, that Frank, who seemed unusually breathless, drew closer to the window. Laura supported his head, and was deeply occupied in talking to him, when suddenly a broad flash of lightning glared into the room, followed by a crash of thunder, that seemed to crack the very heavens. Again and again the lightning gleamed in her face with such vividness, that Laura fancied she could distinguish the heat of it, and yet she stirred not, nor did a single exclamation, as in former days, arise on her lips.",astonished observe change take place own character feeling short period distress extreme terror thunder storm occasion many jest brother use roll heavy weight room own imitate loudest peal endeavour argue excessive apprehension listen distant surmise storm midnight moon occasion become obscure dense heavy cloud air feel hot seem breathless draw close window support head occupy talk broad flash lightning glare room follow crash thunder seem crack very heaven lightning gleam face such vividness fancy distinguish heat stirr do single exclamation former day arise lip 
10,"""Pray shut the window, Laura,"" said Frank languidly, raising his eyes; ""and be so kind as to close the shutters!""",pray shut window say raise eye kind close shutter 
11,"""Why, Frank?--you never used to be alarmed by thunder!""",use alarm thunder 
12,"""No! nor am I now, dear Laura. What danger need a dying person fear? Some few hours sooner or later would be of little consequence--",dear danger need die person fear few hour little consequence 
13,"    Come he slow, or come he fast,     It is but death that comes at last.",come slow come fast death come last 
14,"Yet, Laura, do you think I have forgotten old times! Oh, no!--not while I live. You attend to my feelings, and surely it is my duty to remember yours.""",think forget old time live attend feeling duty remember 
15,"""Never mind me, Frank!"" whispered Laura. ""I have got over all that folly. When real fears and sorrows come, we care no more about those that were imaginary.""",mind whisper get folly real fear sorrow come care more imaginary 
16,"""True, my dear sister; and there is no courage or fortitude like that derived from faith in a superintending providence. Though all creation reel, we may sleep in peace, for to Christians 'danger is safe, and tumult calm.'""",true dear sister be courage fortitude derive faith superintend creation reel sleep peace danger safe tumult calm 
17,"When Frank grew worse, he became often delirious. Yet as in health he had been habitually cheerful, his mind generally wandered to agreeable subjects. He fancied himself walking on the bright meadows, and picking flowers by the river side,--meeting Lady Harriet,--and even speaking to his father, as if Sir Edward had been present; while Harry and Laura listened, weeping and trembling, to behold the wreck of such a mind and heart as his. One evening, he seemed unusually well, and requested that his arm-chair might be wheeled to the open window, where he gazed with delight at the hills and meadows,--the clouds and glittering water,--the cattle standing in the stream,--the boats reflected on its surface,--and the roses fluttering at every casement.",grow bad become delirious health cheerful mind wander agreeable subject fancy walk bright meadow pick flower river side meet speak father present listen weep tremble behold wreck mind heart evening seem request arm chair wheel open window gaze delight hill meadow cloud glitter water cattle stand stream boat reflect surface rose flutter casement 
18,"""Those joyous little birds!--their song makes me cheerful,"" said he, in a tone of placid enjoyment. ""I have been in countries where the birds never sing, and the leaves never fade; but they excited no sympathy or interest. Here we have notes of gladness both in sunshine and storm, teaching us a lesson of grateful contentment,--while those drooping roses preach a sermon to me, for as easily might they recover freshness and bloom as myself. We shall both lie low before long in the dust, yet a spring shall come hereafter to revive even 'the ashes of the urn.' Then, uncle David, we meet again,--not as now, amidst sorrow and suffering, with death and separation before us,--but blessed by the consciousness that our sins are forgiven,--our trials all ended,--and that our afflictions which were but for a moment, have worked out for us a far more exceeding, even an eternal weight of glory.""",joyous little bird song make cheerful say tone placid enjoyment country bird sing leave fade excite sympathy interest have note gladness sunshine storm teach lesson grateful contentment droop rose preach sermon recover freshness bloom lie low dust spring come revive ash urn uncle meet sorrow suffering death separation bless consciousness sin forgive trial end affliction moment work exceeding eternal weight glory 
19,"Some hours afterwards the Doctor entered. After receiving a cordial welcome from Frank, and feeling his pulse, he instantly examined his arms and neck, which were covered entirely over with small red spots, upon observing which, the friendly physician suddenly changed countenance, and stole an alarmed glance at Major Graham.",hour enter receive cordial welcome feel pulse examine arm neck cover small red spot observe friendly physician change countenance steal alarm glance 
20,"""I feel easier and better to-day, Doctor, than at any time since my illness,"" said Frank, looking earnestly in his face. ""Do you think this eruption will do me good? Life has much that would be dear to me, while I have friends like these to live for. Can it be possible that I may yet recover?""",feel easy good day time illness say look face think eruption do good life have much dear have friend live possible recover 
