id,paragraph,tokens
1,CHAPTER XXIX. RUBY,
2," THE children were delighted with the story, and made many amusing remarks upon it. Mr. Raymond promised to search his brain for another, and when he had found one to bring it to them. Diamond having taken leave of Nanny, and promised to go and see her again soon, went away with him.",child delight story make many amusing remark promise search brain find bring diamond take leave promise go see go 
3,"Now Mr. Raymond had been turning over in his mind what he could do both for Diamond and for Nanny. He had therefore made some acquaintance with Diamond’s father, and had been greatly pleased with him. But he had come to the resolution, before he did anything so good as he would like to do for them, to put them all to a certain test. So as they walked away together, he began to talk with Diamond as follows:--",turn mind do make acquaintance father pleased come resolution do good like do put certain test walk begin talk follow 
4,"“Nanny must leave the hospital soon, Diamond.”",leave hospital 
5,"“I’m glad of that, sir.”",glad sir 
6,“Why? Don’t you think it’s a nice place?”,think nice place 
7,"“Yes, very. But it’s better to be well and doing something, you know, even if it’s not quite so comfortable.”",good do know comfortable 
8,"“But they can’t keep Nanny so long as they would like. They can’t keep her till she’s quite strong. There are always so many sick children they want to take in and make better. And the question is, What will she do when they send her out again?”",keep like keep strong be many sick child want take make good question do send 
9,"“That’s just what I can’t tell, though I’ve been thinking of it over and over, sir. Her crossing was taken long ago, and I couldn’t bear to see Nanny fighting for it, especially with such a poor fellow as has taken it. He’s quite lame, sir.”",tell think sir crossing take bear see fight poor fellow take lame sir 
10,"“She doesn’t look much like fighting, now, does she, Diamond?”",look fight 
11,"“No, sir. She looks too like an angel. Angels don’t fight--do they, sir?”",sir look angel angel fight sir 
12,"“Not to get things for themselves, at least,” said Mr. Raymond.",get thing least say 
13,"“Besides,” added Diamond, “I don’t quite see that she would have any better right to the crossing than the boy who has got it. Nobody gave it to her; she only took it. And now he has taken it.”",add see have good right crossing boy get give take take 
14,"“If she were to sweep a crossing--soon at least--after the illness she has had, she would be laid up again the very first wet day,” said Mr. Raymond.",sweep crossing least illness have lay very first wet day say 
15,"“And there’s hardly any money to be got except on the wet days,”  remarked Diamond reflectively. “Is there nothing else she could do, sir?”",be money get wet day remark be else do sir 
16,"“Not without being taught, I’m afraid.”",teach afraid 
