id,paragraph,tokens
1,CHAPTER XXI. BEN WEATHERSTAFF,
2," One of the strange things about living in the world is that it is only now and then one is quite sure one is going to live forever and ever and ever.  One knows it sometimes when one gets up at the tender solemn dawn-time and goes out and stands alone and throws one's head far back and looks up and up and watches the pale sky slowly changing and flushing and marvelous unknown things happening until the East almost makes one cry out and one's heart stands still at the strange unchanging majesty of the rising of the sun--which has been happening every morning for thousands and thousands and thousands of years.  One knows it then for a moment or so.  And one knows it sometimes when one stands by oneself in a wood at sunset and the mysterious deep gold stillness slanting through and under the branches seems to be saying slowly again and again something one cannot quite hear, however much one tries.  Then sometimes the immense quiet of the dark blue at night with millions of stars waiting and watching makes one sure; and sometimes a sound of far-off music makes it true; and sometimes a look in some one's eyes.",strange thing live world sure go live know get tender solemn dawn time go stand throw head look watch pale sky change flush marvelous unknown thing happen make cry heart stand strange unchanging majesty rising sun happen morning thousand thousand thousand year know moment know stand wood sunset mysterious deep gold stillness slant branch seem say hear much try immense quiet dark blue night million star wait watch make sure sound music make true look eye 
3,"And it was like that with Colin when he first saw and heard and felt the Springtime inside the four high walls of a hidden garden.  That afternoon the whole world seemed to devote itself to being perfect and radiantly beautiful and kind to one boy.  Perhaps out of pure heavenly goodness the spring came and crowned everything it possibly could into that one place.  More than once Dickon paused in what he was doing and stood still with a sort of growing wonder in his eyes, shaking his head softly.",see hear feel high wall hide garden afternoon whole world seem devote perfect beautiful kind boy pure heavenly goodness spring come crown place more pause do stand sort grow wonder eye shake head 
4,"""Eh! it is graidely,"" he said.  ""I'm twelve goin' on thirteen an' there's a lot o' afternoons in thirteen years, but seems to me like I never seed one as graidely as this 'ere.""",say go be lot o' afternoon year seem seed 
5,"""Aye, it is a graidely one,"" said Mary, and she sighed for mere joy. ""I'll warrant it's the graidelest one as ever was in this world.""",graidely one say sigh mere joy warrant graidelest one world 
6,"""Does tha' think,"" said Colin with dreamy carefulness, ""as happen it was made loike this 'ere all o' purpose for me?""",think say dreamy carefulness happen make purpose 
7,"""My word!"" cried Mary admiringly, ""that there is a bit o' good Yorkshire.  Tha'rt shapin' first-rate--that tha' art.""",word cry be bit good shapin' first rate tha' art 
8,"And delight reigned.  They drew the chair under the plum-tree, which was snow-white with blossoms and musical with bees.  It was like a king's canopy, a fairy king's. There were flowering cherry-trees near and apple-trees whose buds were pink and white, and here and there one had burst open wide.  Between the blossoming branches of the canopy bits of blue sky looked down like wonderful eyes.",delight reign draw chair plum tree snow white blossom musical bee king canopy fairy king be flower cherry tree apple tree bud pink white burst open blossoming branch canopy bit blue sky look wonderful eye 
9,"Mary and Dickon worked a little here and there and Colin watched them. They brought him things to look at--buds which were opening, buds which were tight closed, bits of twig whose leaves were just showing green, the feather of a woodpecker which had dropped on the grass, the empty shell of some bird early hatched.  Dickon pushed the chair slowly round and round the garden, stopping every other moment to let him look at wonders springing out of the earth or trailing down from trees.  It was like being taken in state round the country of a magic king and queen and shown all the mysterious riches it contained.",work little watch bring thing look bud open bud tight close bit twig leave show green feather woodpecker drop grass empty shell bird hatch push chair garden stop other moment let look wonder spring earth trail tree take state country magic king queen show mysterious rich contain 
10,"""I wonder if we shall see the robin?"" said Colin.",wonder see robin say 
