id,paragraph,tokens
1,CHAPTER 26. AT COVENTRY.,
2,"Were you ever at Coventry, reader?  I don't mean the quaint old Warwickshire city, but that other place where from morning till night you are shunned and avoided by everybody?  Where friends with whom you were once on the most intimate terms now pass you without a word, or look another way as you go by?  Where, whichever way you go, you find yourself alone?  Where every one you speak to is deaf, every one you appear before is blind, every one you go near has business somewhere else?  Where you will be left undisturbed in your study for a week, to fag for yourself, study by yourself, disport yourself with yourself? Where in the playground you will be as solitary as if you were in the desert, in school you will be a class by yourself, and even in church on Sundays you will feel hopelessly out in the cold among your fellow-worshippers?",reader mean quaint old city other place morning night shunn avoid friend intimate term pass word look way go way go find alone one speak deaf one appear blind one go have business else leave undisturbed study week fig study disport playground solitary desert school class church feel cold fellow worshipper 
3,"If you have ever been to such a place, you can imagine Oliver Greenfield's experiences during this Christmas term at Saint Dominic's.",place imagine experience term 
4,"When the gentlemen of the Fifth Form had once made up their minds to anything, they generally carried it through with great heartiness, and certainly they never succeeded better in any undertaking than in this of ""leaving Oliver to himself.""",gentleman fifth make mind carry great heartiness succeed good undertaking leave 
5,"The only drawback to their success was that the proceeding appeared to have little or no effect on the _very_ person on whose behalf it was undertaken.  Not that Oliver could be _quite_ insensible of the honours paid him.  He could not--they were too marked for that.  And without doubt they were as unpleasant as they were unmistakable.  But, for any sign of unhappiness he displayed, the whole affair might have been a matter of supreme indifference to him.  Indeed, it looked quite as much as if Greenfield had sent the Fifth to Coventry as the Fifth Greenfield. If they determined none of them to speak to him, he was equally determined none of them should have the chance; and if it was part of their scheme to leave him as much as possible to himself, they had little trouble in doing it, for he, except when inevitable, never came near them.",only drawback success proceeding appear have little effect _very_ person behalf undertake insensible honour pay mark doubt unpleasant unmistakable sign unhappiness display whole affair matter supreme indifference look much send fifth fifth determine speak determine have chance part scheme leave possible have little trouble do inevitable come 
6,"Of course this was dreadfully irritating to the Fifth!  The moral revenge they had promised themselves on the disgracer of their class never seemed to come off.  The wind was taken out of their sails at every turn.  The object of their aversion was certainly not reduced to humility or penitence by their conduct; on the contrary, one or two of them felt decidedly inclined to be ashamed of themselves and feel foolish when they met their victim.",course irritating fifth moral revenge promise disgracer class seem come wind take sail turn object aversion reduce humility penitence conduct contrary feel inclined ashamed feel foolish meet victim 
7,"Oliver always had been a queer fellow, and he now came out in a queerer light than ever.",queer fellow come queerer light 
8,"Having once seen how the wind lay, and what he had to expect from the Fifth, he altered the course of his life to suit the new circumstances with the greatest coolness.  Instead of going up the river in a pair-oar or a four, he now went up in a sculling boat or a canoe, and seemed to enjoy himself quite as much.  Instead of doing his work with Wraysford evening after evening, he now did it undisturbed by himself, and, to judge by his progress in class, more successfully than ever.  Instead of practising with the fifteens at football, he went in for a regular course of practice in the gymnasium, and devoted himself with remarkable success to the horizontal bar and the high jump.  Instead of casting in his lot in class with a jovial though somewhat distracting set, he now kept his mind free for his studies, and earned the frequent commendation of the Doctor and Mr Jellicott.",see wind lay have expect fifth alter course life suit new circumstance great coolness go river pair oar go scull boat canoe seem enjoy much do work evening evening do undisturbed judge progress class practise fifteen football go regular course practice gymnasium devote remarkable success horizontal bar high jump cast lot class jovial distracting set keep mind free study earn frequent commendation 
9,"Now, reader, I ask you, if you had been one of the Fifth of Saint Dominic's would not all this have been very riling?  Here was a fellow convicted of a shameful piece of deceit, caught, one might say, in the very act, and by his own conduct as good as admitting it.  Here was a fellow, I say, whom every sensible boy ought to avoid, not only showing himself utterly indifferent to the aversion of his class-fellows, but positively thriving and triumphing before their very faces!  Was it any wonder if they felt very sore, and increasingly sore on the subject of Oliver Greenfield?",reader ask fifth riling fellow convict shameful piece deceit catch say very act own conduct good admit fellow say sensible boy avoid show indifferent aversion class fellow thriving triumph very face wonder feel sore sore subject 
10,"One boy, of course, stuck to the exile through thick and thin.  If Oliver had murdered all Saint Dominic's with slow poison, Stephen would have stuck to him to the end, and he stuck to him now.  He, at least, never once admitted that his brother was guilty.  When slowly he first discovered what were the suspicions of the Fifth, and what was the common talk of the school about Oliver, the small boy's indignation was past description.  He rushed to his brother.",boy course stick exile thick thin murder slow poison stick end stick least admit brother guilty discover suspicion fifth common talk school small boy indignation past description rush brother 
11,"""Do you hear the lies the fellows are telling about you, Noll?""",hear lie fellow tell 
12,"""Yes,"" said Oliver.",say 
13,"""Why don't you stop it, and tell them?""",stop tell 
14,"""What's the use?  I've told them once.  If they don't choose to believe it, they needn't.""",use tell choose believe need 
15,"Any other boy would, of course, have taken this as clear evidence of the elder brother's guilt; but it only strengthened the small boy's indignation.",other boy course take clear evidence elder brother guilt strengthen small boy indignation 
16,"""_I'll_ let them know, if _you_ won't!"" and forthwith he went and proceeded to make himself a perfect nuisance in the school.  He began with Wraysford.",let know go proceed make perfect nuisance school begin 
17,"""I say, Wray,"" he demanded, ""do you hear all the lies the fellows are telling about Noll?""",say demand hear lie fellow tell 
18,"""Don't make a row now,"" said Wraysford, shortly.  ""I'm busy.""  But Stephen had no notion of being put down.",make row say busy have notion put 
19,"""The fellows say he stole an exam paper, the blackguards!  I'd like to punch all their heads, and I will too!""",fellow say steal exam paper blackguard like punch head 
20,"""Clear out of my study, now,"" said Wraysford, sharply.",clear study say 
21,Stephen stared at him a moment.  Then his face grew pale as he grasped the meaning of it all.,stare moment face grow pale grasp meaning 
22,"""I say, Wray, surely _you_ don't believe it?"" he cried.",say believe cry 
23,"""Go away now,"" was Wraysford's only answer.",go only answer 
24,"But this did not suit Stephen, his blood was up, and he meant to have it out.",suit blood mean have 
25,"""Surely _you_ don't believe it?"" he repeated, disregarding the impatience of the other; ""_you_ aren't a blackguard, like the rest?""",believe repeat disregard impatience other _you_ blackguard rest 
26,"""Do you hear what I tell you?"" said Wraysford.",hear tell say 
27,"""No, and I don't mean to!"" retorted the irate Stephen.  ""If you were anything of a friend you'd stand up for Oliver.  You're a beast, Wraysford, that's what you are!"" continued he, in a passion.  ""You're a blackguard! you're a liar!  I could kill you!""",mean retort irate friend stand beast continue passion blackguard liar kill 
28,"And the poor boy, wild with rage and misery, actually flung himself blindly upon his brother's old friend--the saviour of his own life.",poor boy wild rage misery flung brother old friend saviour own life 
29,"Wraysford was not angry.  There was more of pity in his face than anger as he took the small boy by the arm and led him to the door.  Stephen no longer resisted.  After giving vent to the first flood of his anger, misery got the upper hand of him, and he longed to go anywhere to hide it.  He could have endured to know that Oliver was suspected by a good many of the fellows, but to find Wraysford among them was a cruel blow.",angry be more pity face anger take small boy arm lead door resist give vent first flood anger misery get upper hand long go hide endure know suspect good many fellow find cruel blow 
30,"But in due time his indignation again came to the fore, and he ventured on another crusade.  This time it was to Pembury.  He knew before he went he had little enough to expect from the sharp-tongued editor of the _Dominican_, so he went hoping little.",due time indignation come fore venture crusade time know go have little expect sharp tongued editor go hope little 
31,"To his surprise, however, Pembury was kinder than usual.  He told him plainly that he did suspect Oliver, and explained why, and advised Stephen, if he were wise, to say as little about Oliver as possible at present.  The young champion was quite cowed by this unexpected reception.  He did his best to fly in a rage and be defiant, but it was no use, and he retired woefully discomfited from the interview.",surprise kind usual tell suspect explain advise wise say little possible present young champion cow unexpected reception do good fly rage defiant use retire discomfite interview 
32,"Others to whom he applied, when once again his anger got the better of his wretchedness, met him with taunts, others with contempt, others with positive unkindness; and after a week Stephen gave it up and retired in dudgeon to the territory of the Guinea-pigs and Tadpoles, determined that there at least he would, at the edge of the knuckle, if needs be, compel a faction to declare for his brother.",other apply anger get good wretchedness meet taunt other contempt other positive unkindness week give retire dudgeon territory guinea pig determine least edge knuckle need compel faction declare brother 
