id,paragraph,tokens
1,CHAPTER 20. A CRISIS.,crisis 
2,"The eventful day, which at the beginning of the term had seemed an age away, slowly but surely drew near.",eventful day beginning term seem age draw 
3,"This was Saturday.  On Monday the examination would be over, and in a week the competitors would know their fates!",examination week competitor know fate 
4,"Some of my readers may know the queer sensation one sometimes gets at the approach of a long-looked-for and hardly-worked-for examination. For a week or so you have quietly been counting up what you _do_ know. Now there breaks upon you an awful picture of what you do _not_ know, and with it the absolute conviction that what you do not know is exactly what you ought to know, and what you do know is no use at all.  It is too late to do anything.  You cannot get up in a day what it would take you a fortnight to go through.  And it is not much good, now you are sure it is useless, to go over again what you have done.  You begin to feel a sort of despair, which becomes, as the hours close in, positively reckless.  What do you care if you do miss?  What's the use of bothering any more about it?  It cannot be helped; why make yourself miserable? Only, you would give worlds to have the thing all over.  Such at least were the sensations which stirred in the breasts of Oliver Greenfield and Horace Wraysford as they sat somewhat dejectedly over their books in Oliver's study that Saturday afternoon.",reader know queer sensation get approach long look work examination week count know break awful picture know absolute conviction know know know use late do get day take fortnight go good sure useless go do begin feel sort despair become hour reckless care miss use bother more help make miserable give world have thing such least sensation stirr breast sit book study afternoon 
5,"They had both worked hard since the holidays, generally together, neither concealing from the other what he had read or what he intended to read.  Very bad rivals were these two, for though each was intent on winning the scholarship, each felt he would not break his heart if the other beat him, and that, as every one knows, is a most unheard-of piece of toleration.  Now, however, each felt he had had enough of it.  Oliver in particular was very despondent.  He slammed up his books suddenly, and said, ""I give it up; it's not a bit of use going on!""",work holiday conceal other read intend read bad rival intent win scholarship feel break heart other beat one know unheard piece toleration feel have enough particular despondent slam book say give bit use go 
6,"Wraysford pushed back his chair slowly, and said, not very cheeringly, ""Upon my word I think you're right, Noll.""",push chair say word think right 
7,"""I've a good mind,"" said Oliver, looking very morose, ""to scratch, and leave you and Loman to fight it out.""",have good mind say look morose scratch leave fight 
8,"""Don't be a jackass, Noll,"" replied Wraysford, half laughing.  ""That _would_ be a sensible thing to do!""",jackass reply half laugh _would_ sensible thing do 
9,"""All very well for you to laugh,"" said Oliver, his brow clouding.  ""You know you are well up and are going to win.""",laugh say brow clouding know go win 
10,"""I'm no better up than you are,"" said the other.",good say other 
11,"""You know you're going to win,"" repeated Oliver.",know go win repeat 
12,"""I only wish I did,"" said Wraysford, with a sigh.",wish say sigh 
13,"""Why,"" pursued Oliver, evidently bent on a melancholy tack, ""I assure you, Wray, I've forgotten half even of what I did know.  I was going over some of those brutal Roman History dates in bed last night, for instance, and I positively couldn't remember one.  Then I tried the map of Greece, but I was still worse there; I couldn't remember where one single place was except Athens and Corinth, and I'm sure I used to be pretty well up in that.""",pursue bend melancholy tack assure forget half know go brutal roman date bed last night instance remember try map bad remember single place sure use 
14,"""I expect you were half asleep at the time,"" suggested his friend.",expect half asleep time suggest friend 
15,"""No, I wasn't; I couldn't sleep a wink.  I say, Wray, _wouldn't_ it be jolly if we only knew now what the questions are going to be on Monday?""",sleep wink say jolly know question go 
16,"""Why don't you go and ask the Doctor?"" said Wraysford, laughing; ""he'd be delighted to tell you.""",go ask say laugh delighted tell 
17,"""What a humbug you are, Wray!  I say, suppose we shut up work now and have a turn on the river.  I'm certain it will do us more good than cracking our skulls here.""",humbug say suppose shut work have turn river certain do good crack skull 
18,"""Just what I had been thinking.  I'm game, and it can't make much difference.""",think game make much difference 
19,"""I suppose Loman is grinding up to the last?""",suppose grind last 
20,"""I suppose so; I was almost in hopes he wouldn't keep it up.""",suppose hope keep 
21,"""Never mind, it will all be over on Monday; that's a comfort!  Come along, old man.  Suppose we get young Stee to cox us up to the lock and back.""",mind comfort come old man suppose get young cox lock 
22,"Hue and cry was forthwith made for Stephen, but he was not to be found. He was out, Paul said; at the post, or somewhere.",hue cry make find say post 
23,"""Oh, all right; you can come and cox us yourself, youngster,"" said Wraysford.",right come cox youngster say 
24,"""Cox you!"" exclaimed Paul; ""why, ain't the Nightingale exam coming on, then, on Monday?""",exclaim exam come 
25,"""Of course it is!""",course 
26,"""And you two going out to row!  I say, the Sixth will win it if you don't look-out!"" said Paul, in a very concerned voice.",go row say win look say concerned voice 
27,"It was quite a revelation to the two boys to discover how great was the interest taken by outsiders in the coming event.  Paul was in a great state of alarm, and was actually inclined to refuse to aid and abet what he imagined to be a wicked waste of precious opportunity, until, putting his head into Loman's study, he found that the Sixth Form fellow was also not at work.",revelation boy discover great interest take outsider come event great state alarm inclined refuse aid abet imagine wicked waste precious opportunity put head study find sixth fellow work 
28,When Oliver and Wraysford appeared in boating flannels in the playground they created as much sensation as if they had been ghosts.,appear boating flannel playground create much sensation ghost 
29,"""You don't mean to say you're going out, you fellows?"" exclaimed Ricketts, one of the idle ones of the Fifth.",mean say go fellow exclaim idle one fifth 
30,"""Yes, I do,"" said Wraysford.",say 
31,"""But the Nightingale, I say?""",say 
32,"""That's not till Monday.""",
33,"""I know; but aren't you grinding for it?  I say, don't let them beat you!  Hadn't you better work instead of going out?""",know grind say let beat good work go 
34,"Ricketts, by the way, had not done a stroke of work that he could possibly help all the term!",way do stroke work help term 
35,"All the other Fifth Form fellows they encountered echoed more or less anxiously the same advice.  But the two friends were obdurate.  Threats, promises, entreaties, would not put them off their row up the river, and they went on their way, leaving behind them an unusual gloom on the spirits of their dearest friends.",other fifth form fellow encounter echoe more same advice friend obdurate threat promise entreaty put row river go way leave unusual gloom spirit dearest friend 
36,"The only person who seemed really glad to see them leaving their work was Bramble.  He, with his friend Padger, and a few other irreconcilables, were just returning from a rat-catching expedition, and the sight of the Fifth Form heroes in boating costume filled them with joy.",only person seem glad see leave work friend few other irreconcilable return rat catching expedition sight fifth form hero boating costume fill joy 
37,"""Hullo--my eye--hurrah!"" shouted Bramble, taking in the situation in a moment.  ""There they go!  I hope they get drowned; don't you, Padger?""",hurrah shout take situation moment go hope drown 
38,Padger was understood to assent to this benevolent aspiration.,understand assent benevolent aspiration 
39,"""Go it.  _You'll_ get the Nightingale!  I thought you would!  Hope you get drowned, do you hear!  Hurrah for the Sixth!""",go get think hope drown hear sixth 
40,"At this juncture Master Paul gave chase, and for a few moments Bramble and his friends were too much engaged to speak; but at last, when the chase was over, and further reprisals were out of the question, the hero of the Tadpoles summoned up all his remaining powers to yell:",juncture give chase few moment friend engage speak last chase further reprisal question hero summon remain power yell 
41,"""Yah boo, Nightingale!  Hope you get drowned!  Yah!"" after which he went his way.",hope drown go way 
42,"The two friends paddled quietly up the river.  They talked very little, but both felt relieved to be away from their books.  As they went on their spirits rose, greatly to Paul's displeasure.  That young gentleman, immoderately jealous for the glory of the Fifth, was content as long as the two rowers remained grave and serious; he could then make himself believe they were engaged in mental exercises favourable to Monday's examination.  But as soon as they began to whistle, and chaff him and one another, and talk of their holiday adventures, Paul became displeased, for they could not possibly do this and be inwardly preparing for the examination at the same time.",friend paddle river talk little feel relieve book go spirit rise displeasure young gentleman jealous glory fifth content rower remain grave serious make believe engage mental exercise favourable examination begin whistle chaff talk holiday adventure become displease do prepare examination same time 
43,"However, he had to submit as best he could, and gave all his attention to steering them carefully, so that it should be no fault of his, at any rate, if they were prevented from showing up on the critical day.",have submit good give attention steering fault rate prevent show critical day 
44,"""This old Shar isn't half such a jolly river as the Thames, is it, Wray?""",old jolly river 
45,"""Rather not!"" replied Wraysford, resting on his oar; ""and yet it's pretty enough in parts.""",reply rest oar enough part 
