id,paragraph,tokens
46,"""Oh, up at the weir?--yes.  But I'm out of love with weirs at present. I shudder every time I think of that one up the Thames.""",weir love weir present shudder time think one 
47,"""It wasn't pleasant, certainly,"" said Wraysford.",pleasant say 
48,"""Pleasant!  Old man, if you hadn't been there it would have been a good deal worse than unpleasant.  Poor Stee!""",pleasant old man good deal bad unpleasant poor stee 
49,"""Pull your left, Greenfield senior, or you'll be into the bank!"" sung out Paul.",pull left senior bank sung 
50,"They paddled on again until Gusset Lock came in sight.  There were very few boats about; the season was, in fact, at an end, and the river, which a month or two ago had generally swarmed with boats just at this part on Saturday afternoons, looked quite deserted.",paddle come sight be few boat season fact end river month swarm boat part afternoon look desert 
51,"""Shall we go through the lock or turn round?"" inquired Paul.",go lock turn inquire 
52,"""May as well turn, eh, Wray?""",turn 
53,"Paul was about to obey the order and turn the boat, when, casting his eyes on the bank, he started suddenly to his feet and exclaimed, pointing towards the lock-house, ""Hullo!  I say, there's something up there!""",about obey order turn boat cast eye bank start foot exclaim point lock house say be 
54,"The two others looked round; something more lively than usual was undoubtedly taking place at old Mr Cripps's residence, to judge by the shouts and laughter which proceeded from the group of people assembled near the door.",other look lively usual take place old residence judge shout laughter proceed group person assemble door 
55,"From where they were the boys in the boat could not see what the nature of the excitement was, and therefore paddled on with a view to satisfy their curiosity.",boy boat see nature excitement paddle view satisfy curiosity 
56,"As they came up to the lock Paul suddenly exclaimed, ""That's young Greenfield!""",come lock exclaim young 
57,"""What!"" said Oliver--""Stephen?""",say 
58,"""Yes, and--what _on earth_ are they doing to him?""",earth_ do 
59,"The boat being low down under the bank, it was impossible to see what was going on on the tow-path.  Oliver, however, having once heard Stephen's name, ordered Paul to put them into the opposite bank quick, where they could land.",boat low bank impossible see go tow path hear name order put opposite bank land 
60,"While this was being done a shriek from the bank sent the blood suddenly to the faces of the two friends.  It was Stephen!  They dashed ashore, and in a moment were across the lock and on the spot.  The spectacle which met their eyes as they came up was a strange one.  The central figure was the luckless Stephen, in the clutches of three or four disreputable fellows, one of whom was Cripps the younger, who, with loud laughter at the boy's struggles and brutal unconcern at his terror, were half dragging, half carrying him towards the water's edge.",do shriek bank send blood face friend dash moment lock spot spectacle meet eye come strange one central figure luckless clutch disreputable fellow young loud laughter boy struggle brutal unconcern terror half drag half carry water edge 
61,"Beside them stood Loman, flushed, excited, and laughing loudly.  Poor Stephen, very unlike himself, appeared to be utterly cowed and terrified, and uttered shriek upon shriek as his persecutors dragged him along.",stand flush excited laugh poor appear cow terrified utter shriek shriek persecutor drag 
62,"""Oh, don't!  Please, Cripps!  Don't let them, Loman--don't let them drown me!"" he shouted.",let let drown shout 
63,A laugh was the only answer.,laugh only answer 
64,"It was at this moment, and just when, to all appearances, the boy was about to be thrown into the water, that Oliver and Wraysford appeared on the scene.",moment appearance boy about throw water appear scene 
65,"Their appearance was so sudden and unexpected that the fellows, even though they did not know who the two boys were, were momentarily taken aback and dropped their prey.",appearance sudden unexpected fellow know boy take drop prey 
66,"With a bound Oliver sprang furiously on Cripps, who happened to be nearest him, and before that respectable gentleman knew where he was, had dealt him a blow which sent him staggering back in the utmost alarm and astonishment.  Wraysford, no less prompt, tackled one of the other blackguards, while Stephen, now released, and cured of his momentary terror by the appearance of the rescuers, did his share manfully with one of the others.",bind spring happen respectable gentleman know deal blow send staggering utmost alarm astonishment prompt tackle other blackguard release cure momentary terror appearance rescuer do share other 
67,"The contest was short and sharp.  A pair of well-trained athletic schoolboys, with a plucky youngster to help them, are a match any day for twice the number of half-tipsy cads.  In a minute or two the field was clear of all but Cripps, who appeared, after his short experience, by no means disposed to continue the contest single-handed.  As for Loman, he had disappeared.",contest short sharp pair train athletic schoolboy plucky youngster help match day number half tipsy cad minute field clear appear short experience means dispose continue contest single handed disappear 
68,"""What is all this?"" demanded Oliver, when at last, breathless and pale with excitement, he could find words.",demand last breathless pale excitement find word 
69,"""Oh, Noll!"" cried Stephen, ""I'll tell you all about it.  But let's get away from here.""",cry tell let get 
70,"""No, I won't go!"" shouted Oliver--""not till I know what it all means. You fellow!"" added he, walking up to Cripps, ""you'd better speak or I'll thrash you!""",go shout know mean fellow add walk speak thrash 
71,"Mr Cripps, who had had time to recover somewhat from his first surprise, looked a little inclined to defy his young antagonist, but, thinking better of it, suddenly assumed his usual impudent swagger as he replied, with a laugh, ""Come, I say, you _do_ do it well, you do!  It was a joke--just a joke, young gentleman.  You've no occasion to flurry yourself; we wouldn't have hurt a hair of the young gentleman's head. Ask Mr Loman.""",have time recover first surprise look little inclined defy young antagonist think good assume usual impudent swagger reply laugh come say do do joke joke young gentleman have occasion flurry hurt hair young gentleman head ask 
72,"""Where's Loman?"" demanded Oliver.  ""Gone,"" said Stephen.  ""But I say, Noll, do come away.  I'll tell you all about it.  Do come.""",demand gone say say come tell come 
73,"Cripps laughed.  ""Don't you swallow all that young swell tells you. He's a nice boy, he is, but--well, he'd better mind what he says, that's all!""",laugh swallow young swell tell nice boy good mind say 
74,"""Do come away!"" once more entreated Stephen.",come entreat 
75,"""Yes, do come away,"" laughed Cripps, mimicking the boy's tones.  ""When I calls up at the school I'll let them all know what a nice young prig he is, coming down and drinking at my public-house and then turning round on me.  Never fear!  _I'll_ let them know, my beauties!  I'll have a talk with your Doctor and open his eyes for him.  Good-bye, you sneaking young--""",come laugh mimick boy tone call school let know nice young prig come drink public house turn fear let know beauty have talk open eye good sneak young 
76,"""Look here!"" said Wraysford, quietly walking up to the blackguard in the midst of this discourse, ""if you don't stop instantly you'll be sorry for it.""",look say walk blackguard midst discourse stop sorry 
77,"Cripps stared a moment at the speaker, and at the first he held out. Then, without another word, he turned on his heel into the cottage, leaving the three boys standing in undisputed possession of the tow-path.",stare moment speaker first hold word turn heel cottage leave boy stand undisputed possession tow path 
78,"""Come on, how, old man!"" said Wraysford; ""we can't do any good by staying here.""",come old man say do good stay 
79,"Oliver looked disposed to resist, and cast a glance at the cottage door by which Cripps had just vanished.  But he let himself be persuaded eventually, and turned gloomily towards the boat.  Here Paul, who had been a witness of the _fracas_ on the tow-path, was waiting, ready to steer home, and bursting with curiosity to hear all Stephen had to say.",look dispose resist cast glance cottage door vanish let persuade turn boat witness _fracas_ tow path wait ready steer burst curiosity hear have say 
80,"Greatly to his disgust, Oliver said, peremptorily, ""You'll have to walk home, Paul; Stephen will steer.""",disgust say have walk steer 
81,"""Why, you said I might steer.""",say steer 
82,"Oliver was in no humour for an argument, so he gave Paul a light box on his ears and advised him to go home quietly unless he wanted a thrashing, and not say a word to any one about what had occurred.",humour argument give light box ear advise go want thrashing say word one occur 
83,"Paul had nothing for it but sulkily to obey, and walk back.  At last the others got on board and put off homeward.",have obey walk last other get board put homeward 
84,"""Now,"" said Oliver, presently, resting on his oar and bending forward towards Stephen.",say rest oar bending 
85,"""Oh, Noll!"" began that unhappy youngster, ""I am so very, very sorry! it was all--""",begin unhappy youngster sorry 
86,"""None of that,"" angrily interrupted the elder brother.  ""Just tell me how it came about.""",interrupt elder brother tell come 
87,"Stephen, quite cowed by his brother's angry manner, told his story shortly and hurriedly.",cow brother angry manner tell story 
88,"""Why,"" he said, ""you know I promised you never to go to the Cockchafer again, and I didn't, but I thought I ought to see Cripps and give him back the bicycle-lamp.""",say know promise go think see give bicycle lamp 
89,"""Young muff!"" ejaculated his brother.",young muff ejaculate brother 
90,"""So,"" pursued Stephen, still more falteringly, ""I thought I'd come up this afternoon.""",pursue think come afternoon 
91,"""Well, go on, can't you?"" said Oliver, losing his temper at the poor boy's evident uneasiness.",go say lose temper poor boy evident uneasiness 
92,"""Cripps asked me into the cottage, and there were some fellows there, smoking and drinking and playing cards.""",ask cottage be fellow smoking drink play card 
93,"""Was Loman one of them?"" put in Wraysford.",put 
94,"""I think so,"" said poor Stephen, who had evidently started his story in the hope of keeping Loman's name quiet.",think say poor start story hope keep name quiet 
95,"""_Think_ so, you young cad!"" cried Oliver.  ""Why can't you tell the truth straight out?  Was he there or not?""",young cad cry tell truth 
96,"""Yes, he was.  I did mean to tell the truth, Noll, really, only--only there's no need to get Loman in a row.""",mean tell truth be need get row 
97,"""Go on,"" said Oliver.",go say 
98,"""They made fun of me because I wouldn't smoke and play with them.  You know I promised mother not to play cards, Noll.  I didn't mind that, though, but when I wanted to go away they--that is, Cripps--wouldn't let me.  I tried to get away, but he stopped me, and they said they'd make me play.""",make fun smoke play know promise mother play card mind want go let try get stop say make play 
99,"""Who said?  Did Loman?"" inquired Oliver, again.  ""Why--yes,"" said Stephen falteringly, ""he and the rest.  They held me down in a chair, and made me take hold of the cards, and one of them opened my mouth and shouted beastly words down into it--ugh!""",say inquire say rest hold chair make take hold card open mouth shout beastly word 
100,"""Was that Loman?""",
101,"""No,"" said Stephen, relieved to be able to deny it.",say relieve able deny 
102,"""What did he do?"" demanded Oliver.",do demand 
103,"""They all--""",
104,"""What did Loman do, I say?"" again asked Oliver.",do say ask 
105,It was no use trying to keep back anything.,use try keep 
106,"""He pulled my ears, but not very hard.  Really I expect it was only fun, Noll.""  This was said quite beseechingly.  ""I said I thought they were very wicked to be doing what they did; but they only laughed at that, and called me a prig.""",pull ear expect fun say say think wicked do do laugh call prig 
107,"""Much better if you'd kept what you thought to yourself,"" said Wraysford.  ""Well?""",good keep think say 
108,"""Oh, then they did a lot of things to rile me, and knocked me about because I wouldn't drink their stuff, and they swore too.""",do lot thing rile knock drink stuff swore 
109,"""Did Loman swear?""",swear 
110,"""They all swore, I think,"" said Stephen; ""and then, you know, when I wouldn't do what they wanted they said they'd throw me in the river, and then you fellows turned up.""",swore think say know do want say throw river fellow turn 
111,"""Did Loman tell them to throw you in the river?"" said Oliver, whose brow had been growing darker and darker.",tell throw river say brow grow dark dark 
112,"""Oh, no,"" exclaimed Stephen, ""he didn't, really!  I think he was sorry.""",exclaim think sorry 
113,"""Did he try to prevent it, then?"" asked Oliver.",try prevent ask 
114,"""Well, no; I didn't hear him say--"" faltered Stephen; but Oliver shut him up, and turning to Wraysford said, ""Wray, I shall thrash Loman.""",hear say falter shut turn say thrash 
115,"""All serene,"" replied Wraysford; ""you'd better have it out to-night.""",serene reply have night 
116,"""Oh, Noll!"" cried Stephen in great distress; ""don't fight, please.  It was all my fault, for--""",cry great distress fight fault 
117,"""Shut up, Stee,"" said Oliver, quietly, but not unkindly.  Then turning to Wraysford, he added, ""After tea, then, Wray, in the gymnasium.""",shut say turn add tea gymnasium 
118,"""Right you are!"" replied his friend.",right reply friend 
119,"And then, without another word, the three rowed back to Saint Dominic's.",word row 
120,,
121,,
