id,paragraph,tokens
1,CHAPTER XXXVI. DIAMOND QUESTIONS NORTH WIND,diamond question 
2," MY READERS will not wonder that, after this, I did my very best to gain the friendship of Diamond. Nor did I find this at all difficult, the child was so ready to trust. Upon one subject alone was he reticent--the story of his relations with North Wind. I fancy he could not quite make up his mind what to think of them. At all events it was some little time before he trusted me with this, only then he told me everything. If I could not regard it all in exactly the same light as he did, I was, while guiltless of the least pretence, fully sympathetic, and he was satisfied without demanding of me any theory of difficult points involved. I let him see plainly enough, that whatever might be the explanation of the marvellous experience, I would have given much for a similar one myself.",reader wonder do good gain friendship find difficult child ready trust subject reticent story relation fancy make mind think event little time trust tell regard same light guiltless least pretence sympathetic satisfied demand theory difficult point involve let see explanation marvellous experience give much similar one 
3,"On an evening soon after the thunderstorm, in a late twilight, with a half-moon high in the heavens, I came upon Diamond in the act of climbing by his little ladder into the beech-tree.",evening thunderstorm late twilight half moon high heaven come act climb little ladder beech tree 
4,"“What are you always going up there for, Diamond?” I heard Nanny ask, rather rudely, I thought.",go hear ask think 
5,"“Sometimes for one thing, sometimes for another, Nanny,” answered Diamond, looking skywards as he climbed.",thing answer look skyward climb 
6,"“You’ll break your neck some day,” she said.",break neck day say 
7,"“I’m going up to look at the moon to-night,” he added, without heeding her remark.",go look moon night add heed remark 
8,"“You’ll see the moon just as well down here,” she returned.",see moon return 
9,“I don’t think so.”,think 
10,“You’ll be no nearer to her up there.”,nearer 
11,"“Oh, yes! I shall. I must be nearer her, you know. I wish I could dream as pretty dreams about her as you can, Nanny.”",nearer know wish dream dream 
12,"“You silly! you never have done about that dream. I never dreamed but that one, and it was nonsense enough, I’m sure.”",silly do dream dream one nonsense sure 
13,"“It wasn’t nonsense. It was a beautiful dream--and a funny one too, both in one.”",nonsense beautiful dream funny one 
14,"“But what’s the good of talking about it that way, when you know it was only a dream? Dreams ain’t true.”",good talk way know dream dream true 
15,"“That one was true, Nanny. You know it was. Didn’t you come to grief for doing what you were told not to do? And isn’t that true?”",one true know come grief do tell do true 
16,"“I can’t get any sense into him,” exclaimed Nanny, with an expression of mild despair. “Do you really believe, Diamond, that there’s a house in the moon, with a beautiful lady and a crooked old man and dusters in it?”",get sense exclaim expression mild despair believe be house moon beautiful lady crooked old man duster 
17,"“If there isn’t, there’s something better,” he answered, and vanished in the leaves over our heads.",be be good answer vanish leave head 
18,"I went into the house, where I visited often in the evenings. When I came out, there was a little wind blowing, very pleasant after the heat of the day, for although it was late summer now, it was still hot. The tree-tops were swinging about in it. I took my way past the beech, and called up to see if Diamond were still in his nest in its rocking head.",go house visit evening come be little wind blowing pleasant heat day late summer hot tree top swing take way beech call see nest rock head 
19,"“Are you there, Diamond?” I said.",say 
20,"“Yes, sir,” came his clear voice in reply.",sir come clear voice reply 
21,“Isn’t it growing too dark for you to get down safely?”,grow dark get 
22,"“Oh, no, sir--if I take time to it. I know my way so well, and never let go with one hand till I’ve a good hold with the other.”",sir take time know way let go hand have good hold other 
23,"“Do be careful,” I insisted--foolishly, seeing the boy was as careful as he could be already.",careful insist see boy careful 
24,"“I’m coming,” he returned. “I’ve got all the moon I want to-night.”",come return get moon want night 
25," I heard a rustling and a rustling drawing nearer and nearer. Three or four minutes elapsed, and he appeared at length creeping down his little ladder. I took him in my arms, and set him on the ground.",hear rustling rustle draw nearer minute elapse appear length creep little ladder take arm set ground 
26,"“Thank you, sir,” he said. “That’s the north wind blowing, isn’t it, sir?”",thank say north wind blowing sir 
27,"“I can’t tell,” I answered. “It feels cool and kind, and I think it may be. But I couldn’t be sure except it were stronger, for a gentle wind might turn any way amongst the trunks of the trees.”",tell answer feel cool kind think sure strong gentle wind turn way trunk tree 
28,"“I shall know when I get up to my own room,” said Diamond. “I think I hear my mistress’s bell. Good-night, sir.”",know get own room say think hear mistress bell good night sir 
29,"He ran to the house, and I went home.",run house go 
