id,paragraph,tokens
1,CHAPTER XXXIII. THE PROSPECT BRIGHTENS,brighten 
2," THE next morning, Diamond’s mother said to his father, “I’m not quite comfortable about that child again.”",next morning mother say father comfortable child 
3,"“Which child, Martha?” asked Joseph. “You’ve got a choice now.”",child ask get choice 
4,"“Well, Diamond I mean. I’m afraid he’s getting into his queer ways again. He’s been at his old trick of walking in his sleep. I saw him run up the stair in the middle of the night.”",mean afraid get queer way old trick walk sleep see run stair middle night 
5,"“Didn’t you go after him, wife?”",go wife 
6,"“Of course I did--and found him fast asleep in his bed. It’s because he’s had so little meat for the last six weeks, I’m afraid.”",course find asleep bed have little meat last week afraid 
7,"“It may be that. I’m very sorry. But if it don’t please God to send us enough, what am I to do, wife?”",sorry please send do wife 
8,"“You can’t help it, I know, my dear good man,” returned Martha. “And after all I don’t know. I don’t see why he shouldn’t get on as well as the rest of us. There I’m nursing baby all this time, and I get along pretty well. I’m sure, to hear the little man singing, you wouldn’t think there was much amiss with him.”",help know dear good man return know see get rest nurse baby time get sure hear little man sing think be much amiss 
9,"For at that moment Diamond was singing like a lark in the clouds. He had the new baby in his arms, while his mother was dressing herself. Joseph was sitting at his breakfast--a little weak tea, dry bread, and very dubious butter--which Nanny had set for him, and which he was enjoying because he was hungry. He had groomed both horses, and had got old Diamond harnessed ready to put to.",moment sing lark cloud have new baby arm mother dress sit breakfast little weak tea dry bread dubious butter set enjoy hungry groom horse get old harness ready put 
10,"“Think of a fat angel, Dulcimer!” said Diamond.",think fat angel say 
11,"The baby had not been christened yet, but Diamond, in reading his Bible, had come upon the word dulcimer, and thought it so pretty that ever after he called his sister Dulcimer!",baby christen read come word dulcimer think pretty call sister 
12,"“Think of a red, fat angel, Dulcimer!” he repeated; “for Ruby’s an angel of a horse, Dulcimer. He sprained his ankle and got fat on purpose.”",think red fat angel repeat angel horse sprain ankle get fat purpose 
13,"“What purpose, Diamond?” asked his father.",purpose ask father 
14,"“Ah! that I can’t tell. I suppose to look handsome when his master comes,” answered Diamond.--“What do you think, Dulcimer? It must be for some good, for Ruby’s an angel.”",tell suppose look handsome master come answer think good angel 
15,"“I wish I were rid of him, anyhow,” said his father; “for he weighs heavy on my mind.”",wish rid say father weigh heavy mind 
16,"“No wonder, father: he’s so fat,” said Diamond. “But you needn’t be afraid, for everybody says he’s in better condition than when you had him.”",wonder father fat say afraid say good condition have 
17,"“Yes, but he may be as thin as a tin horse before his owner comes. It was too bad to leave him on my hands this way.”",thin tin horse owner come bad leave hand way 
