id,paragraph,tokens
1,CHAPTER 22. IN BURN CASTLE WOOD.,burn wood 
2,"In concentrating her thoughts of revenge on Hester Annie ceased to trouble her head about Dora Russell.  She considered Hester a crueller enemy than Dora.  Hester belonged to her own set, worked in her own class, and would naturally, had things not turned out so unjustly, so unfairly, have been her friend, and not her enemy.  Dora had nothing to say to Annie, and before Hester's advent into the school had scarcely noticed her existence.  Annie therefore concentrated all her powers on punishing Hester.  This gave her an aim and an occupation, and at first she felt that her revenge might give her real pleasure.",concentrate thought revenge cease trouble head consider crueller enemy belong own set work own class have thing turn friend enemy have say advent school notice existence concentrate power punish give aim occupation first feel revenge give real pleasure 
3,"Susan Drummond now shared Annie's bedroom, and Annie was rather startled one evening to hear this phlegmatic young person burst out into a strong tirade against Hester and Dora.  Dora had managed, for some inexplicable reason, to offend Susan, and Susan now looked to Annie for sympathy, and boldly suggested that they should get up what she was pleased to call ""a lark"" between them for the punishment of this very dignified young lady.",share bedroom startle evening hear phlegmatic young person burst strong tirade manage inexplicable reason offend look sympathy suggest get pleased call lark punishment dignified young lady 
4,"Annie had never liked Susan, and she now stared at her, and said in her quick way--",like stare say quick way 
5,"""You won't catch me helping you in any of your larks.  I've had trouble enough on that score as it is.""",catch help lark have trouble score 
6,"Susan gazed at her stupidly, and a dull read spread over her face.",gaze dull read spread face 
7,"""But I thought you hated Dora and Hester,"" she said--""I'm sure they hate you.""",think hate say sure hate 
8,Annie was silent.,silent 
9,"""You do hate them, don't you?"" persisted Miss Drummond.",hate persist 
10,"""It's nothing to you what I feel toward them, Susy,"" said Annie. ""Please don't disturb me with any more of your chatter; I am very sleepy, and you are keeping me awake.""  Thus silenced, Susan had to content herself by turning on her back, and going into the land of dreams; but she was evidently a good deal surprised and disappointed, and began to entertain a certain respect, and even fear, of Annie, which had been hitherto unknown to her.",feel say disturb more chatter sleepy keep silence have content turn back go land dream good deal surprise disappoint begin entertain certain respect fear unknown 
11,"Meanwhile Hester was very busy, very happy, and more satisfied--brighter and better employed than she had ever been in her life before.  Nan's love satisfied the affectionate side of her nature, and all her intellect was strained to the utmost to win honours in the coming struggle.",busy happy satisfied bright employ life love satisfy affectionate side nature intellect strain utmost win honour come struggle 
