id,paragraph,tokens
1,CHAPTER 24. THE RESULT OF THE EXAMINATION.,result examination 
2,The adventures of the morning did not certainly tend to make the Fifth think better of Oliver Greenfield.,adventure morning tend make fifth think good 
3,"Had he appeared before them humble and penitent, there were some who even then might have tried to forgive him and forget what was done.  But instead of that he was evidently determined to brazen the thing out, and had begun by snubbing the very fellows whom he had so deeply injured.",appear humble penitent be try forgive forget do determined brazen thing begin snubb very fellow injure 
4,"Wraysford felt specially hurt.  It had cost him a good deal to put on a friendly air and speak as if nothing had happened; and to find himself scorned for his pains and actually avoided by the friend who had wronged him was too much.  But even that would not have been so bad, had not Oliver immediately gone and made up to Simon before all the class.",feel hurt cost good deal put friendly air speak happen find scorn pain avoid friend wrong much bad go make class 
5,Wraysford did not remain to join in the chorus of indignation in which the others indulged after morning school was over.  He left them and strolled out dismally into the playground.,remain join chorus indignation other indulge morning school leave stroll playground 
6,"He must do something!  He must know one way or the other what to think of Oliver.  Even now he would gladly believe that it was all a dream, and that nothing had come between him and his old friend.  But the more he pondered it the more convinced he became it was anything but a dream.",do know way other think believe dream come old friend more ponder convinced become dream 
7,"He wandered unconsciously beyond the playground towards the woods on the side of the Shar, where he and Oliver had walked so often in the old days.",wander playground wood side walk old day 
8,The old days!  It was but yesterday that they had last walked there. Yet what an age ago it seemed! and how impossible that the old days should ever come back again.,old day yesterday walk age seem impossible old day come 
9,He had not got far into the wood when he heard what seemed to him familiar footsteps ahead of him.  Yesterday he would have shouted and whistled and called on the fellow to hold hard.  But now he had no such inclination.  His impulse was to turn round and go back.,get wood hear seem familiar footstep yesterday shout whistle call fellow hold have such inclination impulse turn go 
10,"""And yet,"" thought he, ""why should _I go_ back?  If it is Oliver, what have _I_ to feel ashamed of?""",think ge__ have feel ashamed 
11,"And so he advanced.  The boy in front of him was walking slowly, and Wraysford soon came in view of him.  As he expected, it was Oliver.",advance boy front walk come view expect 
12,"At the sight of his old friend, wandering here solitary and listless, all Wraysford's old affection came suddenly back.  At least he would make one more effort.  So he quickened his pace.  Oliver turned and saw him coming.  But he did not wait.  He walked on slowly as before, apparently indifferent to the approach of anybody.",sight old friend wonder solitary listless old affection come least make more effort quicken pace turn see come wait walk indifferent approach 
13,This was a damper certainly to Wraysford.  At least Oliver might have guessed why his friend was coming after him.,damper least guess friend come 
14,"It was desperately hard to know how to begin a conversation.  Oliver trudged on, sullen and silent, in anything but an encouraging manner. Still, Wraysford, now his mind was made up, was not to be put from his purpose.",hard know begin conversation trudge sullen silent encourage manner mind make put purpose 
15,"""Noll, old man,"" he began, in as much of his old tone and manner as he could assume.",old man begin much old tone manner assume 
16,"""Well?"" said Oliver, not looking up.",say look 
17,"""Aren't we to be friends still?""",friend 
18,"The question cost the speaker a hard effort, and evidently went home. Oliver stopped short in his walk, and looking full in his old friend's face, said, ""Why do you ask?""",question cost speaker hard effort go stop short walk look full old friend face say ask 
19,"""Because I'm afraid we are not friends at this moment.""",afraid friend moment 
20,"""And whose fault is that?"" said Oliver, scornfully.",fault say 
