id,paragraph,tokens
22,"Then she stopped her wheel, and rose, and, going out of the room, returned with a little silver basin and a soft white towel, with which she washed and wiped the bright little face. And the princess thought her hands were so smooth and nice!",stop wheel rise go room return little silver basin soft white towel wash wipe bright little face princess think hand smooth nice 
23,"When she carried away the basin and towel, the little princess wondered to see how straight and tall she was, for, although she was so old, she didn't stoop a bit. She was dressed in black velvet with thick white heavy-looking lace about it; and on the black dress her hair shone like silver. There was hardly any more furniture in the room than there might have been in that of the poorest old woman who made her bread by her spinning. There was no carpet on the floor--no table anywhere--nothing but the spinning-wheel and the chair beside it. When she came back, she sat down again, and without a word began her spinning once more, while Irene, who had never seen a spinning-wheel, stood by her side and looked on. When the old lady had succeeded in getting her thread fairly in operation again, she said to the princess, but without looking at her:",carry basin towel little princess wonder see straight tall old stake bit dress black velvet thick white heavy look lace black dress hair shine silver be more furniture room poor old woman make bread spinning be carpet floor table spinning wheel chair come sit word begin spinning more see spinning wheel stand side look old lady succeed get thread operation say princess look 
24,"""Do you know my name, child?""",know name child 
25,"""No, I don't know it,"" answered the princess.",know answer princess 
26,"""My name is Irene.""",name 
27,"""That's _my_ name!"" cried the princess.",name cry princess 
28,"""I know that. I let you have mine. I haven't got your name. You've got mine.""",know let have get name get 
29,"""How can that be?"" asked the princess, bewildered. ""I've always had my name.""",ask princess bewilder have name 
30,"""Your papa, the king, asked me if I had any objection to your having it; and of course I hadn't. I let you have it with pleasure.""",papa king ask have objection have course let have pleasure 
31,"""It was very kind of you to give me your name--and such a pretty one,"" said the princess.",kind give name pretty one say princess 
32,"""Oh, not so _very_ kind!"" said the old lady. ""A name is one of those things one can give away and keep all the same. I have a good many such things. Wouldn't you like to know who I am, child?""",kind say old lady name thing give keep same have good many such thing like know child 
33,"""Yes, that I should--very much.""",
34,"""I'm your great-great-grandmother,"" said the lady.",great great grandmother say lady 
35,"""What's that?"" asked the princess.",ask princess 
36,"""I'm your father's mother's father's mother.""",father mother father mother 
37,"""Oh, dear! I can't understand that,"" said the princess.",dear understand say princess 
38,"""I daresay not. I didn't expect you would. But that's no reason why I shouldn't say it.""",expect reason say 
39,"""Oh no!"" answered the princess.",answer princess 
40,"""I will explain it all to you when you are older,"" the lady went on. ""But you will be able to understand this much now: I came here to take care of you.""",explain old lady go able understand come take care 
41,"""Is it long since you came? Was it yesterday? Or was it to-day, because it was so wet that I couldn't get out?""",long come yesterday day wet get 
42,"""I've been here ever since you came yourself.""",come 
43,"""What a long time!"" said the princess. ""I don't remember it at all.""",long time say princess remember 
44,"""No. I suppose not.""",suppose 
45,"""But I never saw you before.""",see 
46,"""No. But you shall see me again.""",see 
47,"""Do you live in this room always?""",live room 
48,"""I don't sleep in it. I sleep on the opposite side of the landing. I sit here most of the day.""",sleep sleep opposite side landing sit most day 
49,"""I shouldn't like it. My nursery is much prettier. You must be a queen too, if you are my great big grandmother.""",like nursery pretty queen great big grandmother 
50,"""Yes, I am a queen.""",queen 
51,"""Where is your crown then?""",crown 
52,"""In my bedroom.""",bedroom 
53,"""I _should_ like to see it.""",like see 
54,"""You shall some day--not to-day.""",day day 
55,"""I wonder why nursie never told me.""",wonder nursie tell 
56,"""Nursie doesn't know. She never saw me.""",know see 
57,"""But somebody knows that you are in the house?""",know house 
58,"""No; nobody.""",
59,"""How do you get your dinner then?""",get dinner 
60,"""I keep poultry--of a sort.""",keep poultry sort 
61,"""Where do you keep them?""",keep 
62,"""I will show you.""",show 
63,"""And who makes the chicken broth for you?""",make chicken broth 
64,"""I never kill any of my chickens.""",kill chicken 
65,"""Then I can't understand.""",understand 
66,"""What did you have for breakfast this morning?""",have breakfast morning 
67,"""Oh! I had bread and milk, and an egg.--I daresay you eat their eggs.""",have bread milk egg eat egg 
68,"""Yes, that's it. I eat their eggs.""",eat egg 
69,"""Is that what makes your hair so white?""",make hair white 
70,"""No, my dear. It's old age. I am very old.""",dear old age old 
71,"""I thought so. Are you fifty?""",think 
72,"""Yes--more than that.""",more 
73,"""Are you a hundred?""",
74,"""Yes--more than that. I am too old for you to guess. Come and see my chickens.""",more old guess come see chicken 
75,"[She clapped her hands with delight, and up rose such a flapping of wings.]",clapp hand delight rise flap wing 
76,"Again she stopped her spinning. She rose, took the princess by the hand, led her out of the room, and opened the door opposite the stair. The princess expected to see a lot of hens and chickens, but instead of that, she saw the blue sky first, and then the roofs of the house, with a multitude of the loveliest pigeons, mostly white, but of all colors, walking about, making bows to each other, and talking a language she could not understand. She clapped her hands with delight, and up rose such a flapping of wings, that she in her turn was startled.",stop spinning rise take princess hand lead room open door stair princess expect see lot hen chicken see blue sky roof house multitude loveliest pigeon white color walk make bow other talk language understand clapp hand delight rise flap wing turn startle 
77,"""You've frightened my poultry,"" said the old lady, smiling.",frighten poultry say old lady smile 
78,"""And they've frightened me,"" said the princess, smiling too. ""But what very nice poultry! Are the eggs nice?""",frighten say princess smile nice poultry egg nice 
79,"""Yes, very nice.""",nice 
80,"""What a small egg-spoon you must have! Wouldn't it be better to keep hens, and get bigger eggs?""",small egg spoon have good keep hen get big egg 
81,"""How should I feed them, though?""",feed 
82,"""I see,"" said the princess. ""The pigeons feed themselves. They've got wings.""",see say princess pigeon feed get wing 
83,"""Just so. If they couldn't fly, I couldn't eat their eggs.""",fly eat egg 
84,"""But how do you get at the eggs? Where are their nests?""",get egg nest 
85,"The lady took hold of a little loop of string in the wall at the side of the door, and lifting a shutter showed a great many pigeon-holes with nests, some with young ones and some with eggs in them. The birds came in at the other side, and she took out the eggs on this side. She closed it again quickly, lest the young ones should be frightened.",lady take hold little loop string wall side door lift shutter show great many pigeon hole nest young one egg bird come other side take egg side close young one frighten 
86,"""Oh what a nice way!"" cried the princess. ""Will you give me an egg to eat? I'm rather hungry.""",nice way cry princess give egg eat hungry 
87,"""I will some day, but now you must go back, or nursie will be miserable about you. I daresay she's looking for you everywhere.""",day go nursie miserable look 
88,"""Except here,"" answered the princess. ""Oh how surprised she _will_ be when I tell her about my great big grand-grandmother!""",answer princess surprise tell great big grand grandmother 
89,"""Yes, that she will!"" said the old lady with a curious smile. ""Mind you tell her all about it exactly.""",say old lady curious smile mind tell 
90,"""That I will. Please will you take me back to her?""",take 
91,"""I can't go all the way, but I will take you to the top of the stair, and then you must run down quite fast into your own room.""",go way take top stair run own room 
92,"The little princess put her hand in the old lady's, who, looking this way and that, brought her to the top of the first stair, and thence to the bottom of the second, and did not leave her till she saw her half way down the third. When she heard the cry of her nurse's pleasure at finding her, she turned and walked up the stairs again, very fast indeed for such a very great grandmother, and sat down to her spinning with another strange smile on her sweet old face.",little princess put hand old lady look way bring top first stair thence bottom second leave see half way third hear cry nurse pleasure find turn walk stair great grandmother sit spinning strange smile sweet old face 
93,About this spinning of hers I will tell you more next time.,spinning tell more next time 
94,Guess what she was spinning.,guess spinn 
95,,
96, ,
