id,paragraph,tokens
1,CHAPTER XXIII. MAGIC,
2, Dr. Craven had been waiting some time at the house when they returned to it.  He had indeed begun to wonder if it might not be wise to send some one out to explore the garden paths.  When Colin was brought back to his room the poor man looked him over seriously.,wait time house return begin wonder wise send explore garden path bring room poor man look 
3,"""You should not have stayed so long,"" he said.  ""You must not overexert yourself.""",stay say overexert 
4,"""I am not tired at all,"" said Colin.  ""It has made me well.  Tomorrow I am going out in the morning as well as in the afternoon.""",tired say make tomorrow go morning afternoon 
5,"""I am not sure that I can allow it,"" answered Dr. Craven.  ""I am afraid it would not be wise.""",sure allow answer afraid wise 
6,"""It would not be wise to try to stop me,"" said Colin quite seriously. ""I am going.""",wise try stop say go 
7,Even Mary had found out that one of Colin's chief peculiarities was that he did not know in the least what a rude little brute he was with his way of ordering people about.  He had lived on a sort of desert island all his life and as he had been the king of it he had made his own manners and had had no one to compare himself with.  Mary had indeed been rather like him herself and since she had been at Misselthwaite had gradually discovered that her own manners had not been of the kind which is usual or popular.  Having made this discovery she naturally thought it of enough interest to communicate to Colin. So she sat and looked at him curiously for a few minutes after Dr. Craven had gone.  She wanted to make him ask her why she was doing it and of course she did.,find chief peculiarity know least rude little brute way order person live sort desert island life king make own manners have compare discover own manners kind usual popular make discovery think enough interest communicate sit look few minute go want make ask do course 
8,"""What are you looking at me for?"" he said.",look say 
9,"""I'm thinking that I am rather sorry for Dr. Craven.""",think sorry 
10,"""So am I,"" said Colin calmly, but not without an air of some satisfaction.  ""He won't get Misselthwaite at all now I'm not going to die.""",say air satisfaction get go die 
11,"""I'm sorry for him because of that, of course,"" said Mary, ""but I was thinking just then that it must have been very horrid to have had to be polite for ten years to a boy who was always rude.  I would never have done it.""",sorry course say think horrid have polite year boy rude do 
12,"""Am I rude?"" Colin inquired undisturbedly.",rude inquire 
13,"""If you had been his own boy and he had been a slapping sort of man,"" said Mary, ""he would have slapped you.""",own boy slap sort man say slap 
14,"""But he daren't,"" said Colin.",say 
