id,paragraph,tokens
1,CHAPTER 33. UNTRUSTWORTHY.,untrustworthy 
2,"Dora Russell had declared, in Hester's presence, and with intense energy in her manner, that the author of the insult to which she had been exposed should be publicly punished, and, if possible, expelled.  On the evening of her interview with the head teacher, she had so far forgotten herself as to reiterate this desire with extreme vehemence.  She had boldly declared her firm conviction of Annie's guilt, and had broadly hinted at Mrs Willis's favouritism toward her.  The great dignity, however, of her teacher's manner, and the half-sorrowful, half-indignant look she bestowed on the excited girl, calmed her down after a time. Mrs Willis felt full sympathy for Dora, and could well understand how trying and aggravating this practical joke must be to so proud a girl; but although her faith was undoubtedly shaken in Annie, she would not allow this sentiment to appear.",declare presence intense energy manner author insult expose punish possible expel evening interview head teacher forget reiterate desire extreme vehemence declare firm conviction guilt hint favouritism great dignity teacher manner half sorrowful half indignant look bestow excited girl calm time feel full sympathy understand try aggravate practical joke proud girl faith shake allow sentiment appear 
3,"""I will do all I can for you, Dora,"" she said, when the weeping Annie had left the room; ""I will do everything in my power to find out who has injured you.  Annie has absolutely denied the accusation you bring against her, and unless her guilt can be proved it is but right to believe her innocent.  There are many other girls in Lavender House; and to-morrow morning I will sift this unpleasant affair to the very bottom. Go, now, my dear, and if you have sufficient self-command and self-control, try to have courage to write your essay over again.  I have no doubt that your second rendering of your subject will be more attractive than the first.  Beginners cannot too often re-write their themes.""",do say weeping leave room do power find injure deny accusation bring guilt prove right believe innocent be many other girl morning sift unpleasant affair very bottom go dear have sufficient self command self control try have courage write essay have doubt second rendering subject attractive first beginner re-write theme 
4,"Dora gave her head a proud little toss, but she was sufficiently in awe of Mrs Willis to keep back any retort, and she went out of the room feeling unsatisfied and wretched, and inclined for a sympathising chat with her little friend, Hester Thornton.",give head proud little toss awe keep retort go room feel unsatisfied wretch inclined sympathise chat little friend 
5,"Hester, however, when she reached her, seemed not at all disposed to talk to anyone.",reach seem dispose talk 
6,"""I've had it all out with Mrs Willis, and there is no doubt she will be exposed to-morrow morning,"" said Dora, half aloud.",have be doubt expose morning say half aloud 
7,"Hester, whose head was bent over her French history, looked up with an annoyed expression.",head bend french history look annoy expression 
8,"""Who will be exposed?"" she asked, in a petulant voice.",expose ask petulant voice 
9,"""Oh, how stupid you are growing, Hester Thornton!"" exclaimed Dora; ""why, that horrid Annie Forest, of course--but really I have no patience to talk to you; you have lost all your spirit.  I was very foolish to demean myself by taking so much notice of one of the little girls.""",stupid grow exclaim horrid course have patience talk lose spirit foolish demean take much notice little girl 
10,"Dora sailed down the play-room to her own drawing-room, fully expecting Hester to rise and rush after her; but to her surprise Hester did not stir, but sat with her head bent over her book, and her cheeks slightly flushed.",sail play room own draw room expect rise rush surprise stir sit head bend book cheek flush 
