id,paragraph,tokens
54,He was examining a branch of a standard rose and he shook his head.,examine branch standard rose shake head 
55,"""Aye! how could it!"" he murmured.  ""With th' door locked an' th' key buried.""",murmure door lock key bury 
56,"Mistress Mary always felt that however many years she lived she should never forget that first morning when her garden began to grow.  Of course, it did seem to begin to grow for her that morning.  When Dickon began to clear places to plant seeds, she remembered what Basil had sung at her when he wanted to tease her.",mistress feel many year live forget first morning garden begin grow course seem begin grow morning begin clear place plant seed remember basil sung want tease 
57,"""Are there any flowers that look like bells?"" she inquired.",be flower look bell inquire 
58,"""Lilies o' th' valley does,"" he answered, digging away with the trowel, ""an' there's Canterbury bells, an' campanulas.""",lilie valley answer digg trowel be bell campanula 
59,"""Let's plant some,"" said Mary.  ""There's lilies o' th, valley here already; I saw 'em. They'll have growed too close an' we'll have to separate 'em, but there's plenty.  Th' other ones takes two years to bloom from seed, but I can bring you some bits o' plants from our cottage garden.  Why does tha' want 'em?""",let plant say be lilie valley see grow close have separate be plenty other one take year bloom seed bring bit plant cottage garden want 
60,"Then Mary told him about Basil and his brothers and sisters in India and of how she had hated them and of their calling her ""Mistress Mary Quite Contrary.""",tell basil brother sister hate call quite 
61,"""They used to dance round and sing at me.  They sang--",use dance sing sing 
62,"         'Mistress Mary, quite contrary,          How does your garden grow?          With silver bells, and cockle shells,          And marigolds all in a row.'",mistress contrary garden grow silver bell cockle shell marigold row 
63,"I just remembered it and it made me wonder if there were really flowers like silver bells.""",remember make wonder be flower silver bell 
64,She frowned a little and gave her trowel a rather spiteful dig into the earth.,frown little give trowel spiteful dig earth 
65,"""I wasn't as contrary as they were.""",contrary 
66,But Dickon laughed.,laugh 
67,"""Eh!"" he said, and as he crumbled the rich black soil she saw he was sniffing up the scent of it.  ""There doesn't seem to be no need for no one to be contrary when there's flowers an' such like, an' such lots o' friendly wild things runnin' about makin' homes for themselves, or buildin' nests an' singin' an' whistlin', does there?""",say crumble rich black soil see sniff scent seem be need contrary be flower such such lot friendly wild thing runn makin' home buildin' nest singin' whistlin' do 
68,"Mary, kneeling by him holding the seeds, looked at him and stopped frowning.",kneel hold seed look stop frown 
69,"""Dickon,"" she said, ""you are as nice as Martha said you were.  I like you, and you make the fifth person.  I never thought I should like five people.""",say nice say like make fifth person think like person 
70,"Dickon sat up on his heels as Martha did when she was polishing the grate.  He did look funny and delightful, Mary thought, with his round blue eyes and red cheeks and happy looking turned-up nose.",sit heel do polish grate look funny delightful think round blue eye red cheek happy look turn nose 
71,"""Only five folk as tha' likes?"" he said.  ""Who is th' other four?""",folk like say other 
72,"""Your mother and Martha,"" Mary checked them off on her fingers, ""and the robin and Ben Weatherstaff.""",mother check finger robin 
73,Dickon laughed so that he was obliged to stifle the sound by putting his arm over his mouth.,laugh oblige stifle sound put arm mouth 
74,"""I know tha' thinks I'm a queer lad,"" he said, ""but I think tha' art th' queerest little lass I ever saw.""",know think queer lad say think art queerest little lass see 
75,"Then Mary did a strange thing.  She leaned forward and asked him a question she had never dreamed of asking any one before.  And she tried to ask it in Yorkshire because that was his language, and in India a native was always pleased if you knew his speech.",do strange thing learn ask question dream ask one try ask language native pleased know speech 
76,"""Does tha' like me?"" she said.",like say 
77,"""Eh!"" he answered heartily, ""that I does.  I likes thee wonderful, an' so does th' robin, I do believe!""",answer like wonderful robin believe 
78,"""That's two, then,"" said Mary.  ""That's two for me.""",say 
79,And then they began to work harder than ever and more joyfully.  Mary was startled and sorry when she heard the big clock in the courtyard strike the hour of her midday dinner.,begin work hard startle sorry hear big clock courtyard strike hour midday dinner 
80,"""I shall have to go,"" she said mournfully.  ""And you will have to go too, won't you?""",have go say have go 
81,Dickon grinned.,grin 
82,"""My dinner's easy to carry about with me,"" he said.  ""Mother always lets me put a bit o' somethin' in my pocket.""",dinner easy carry say mother let put bit something pocket 
83,"He picked up his coat from the grass and brought out of a pocket a lumpy little bundle tied up in a quite clean, coarse, blue and white handkerchief.  It held two thick pieces of bread with a slice of something laid between them.",pick coat grass bring pocket lumpy little bundle tie clean coarse blue white handkerchief hold thick piece bread slice lay 
84,"""It's oftenest naught but bread,"" he said, ""but I've got a fine slice o' fat bacon with it today.""",oftenest naught bread say get fine slice fat bacon today 
85,"Mary thought it looked a queer dinner, but he seemed ready to enjoy it.",think look queer dinner seem ready enjoy 
86,"""Run on an' get thy victuals,"" he said.  ""I'll be done with mine first. I'll get some more work done before I start back home.""",run get victual say do get more work do start home 
87,He sat down with his back against a tree.,sit back tree 
88,"""I'll call th' robin up,"" he said, ""and give him th' rind o' th' bacon to peck at.  They likes a bit o' fat wonderful.""",call robin say give rind that bacon peck like bit fat wonderful 
89,Mary could scarcely bear to leave him.  Suddenly it seemed as if he might be a sort of wood fairy who might be gone when she came into the garden again.  He seemed too good to be true.  She went slowly half-way to the door in the wall and then she stopped and went back.,bear leave seem sort wood fairy gone come garden seem good true go half way door wall stop go 
90,"""Whatever happens, you--you never would tell?"" she said.",happen tell say 
91,"His poppy-colored cheeks were distended with his first big bite of bread and bacon, but he managed to smile encouragingly.",poppy color cheek distend first big bite bread bacon manage smile 
92,"""If tha' was a missel thrush an' showed me where thy nest was, does tha' think I'd tell any one? Not me,"" he said.  ""Tha' art as safe as a missel thrush.""",missel thrush show nest think tell one say art safe missel thrush 
93,And she was quite sure she was.,sure 
94,,
95, ,
