id,paragraph,tokens
1,CHAPTER VI. OUT IN THE STORM,
2," THE hand felt its way up his arm, and, grasping it gently and strongly above the elbow, lifted Diamond from the bed. The moment he was through the hole in the roof, all the winds of heaven seemed to lay hold upon him, and buffet him hither and thither. His hair blew one way, his night-gown another, his legs threatened to float from under him, and his head to grow dizzy with the swiftness of the invisible assailant. Cowering, he clung with the other hand to the huge hand which held his arm, and fear invaded his heart.",hand feel way arm grasp elbow lift bed moment hole roof wind heaven seem lay hold buffet hair blow way night gown leg threaten float head grow dizzy swiftness invisible assailant cower cling other hand huge hand hold arm fear invade heart 
3,"“Oh, North Wind!” he murmured, but the words vanished from his lips as he had seen the soap-bubbles that burst too soon vanish from the mouth of his pipe. The wind caught them, and they were nowhere. They couldn’t get out at all, but were torn away and strangled. And yet North Wind heard them, and in her answer it seemed to Diamond that just because she was so big and could not help it, and just because her ear and her mouth must seem to him so dreadfully far away, she spoke to him more tenderly and graciously than ever before. Her voice was like the bass of a deep organ, without the groan in it; like the most delicate of violin tones without the wail in it; like the most glorious of trumpet-ejaculations without the defiance in it; like the sound of falling water without the clatter and clash in it: it was like all of them and neither of them--all of them without their faults, each of them without its peculiarity: after all, it was more like his mother’s voice than anything else in the world.",murmure word vanish lip see soap bubble burst vanish mouth pipe wind catch get tear strangle hear answer seem big help ear mouth seem speak voice bass deep organ groan delicate violin tone wail glorious trumpet ejaculation defiance sound fall water clatter clash fault peculiarity mother voice else world 
4,"“Diamond, dear,” she said, “be a man. What is fearful to you is not the least fearful to me.”",dear say man fearful least fearful 
5,"“But it can’t hurt you,” murmured Diamond, “for you’re it.”",hurt murmure 
6,"“Then if I’m it, and have you in my arms, how can it hurt you?”",have arm hurt 
7,"“Oh yes! I see,” whispered Diamond. “But it looks so dreadful, and it pushes me about so.”",see whisper look dreadful push 
8,"“Yes, it does, my dear. That is what it was sent for.”",dear send 
9,"At the same moment, a peal of thunder which shook Diamond’s heart against the sides of his bosom hurtled out of the heavens: I cannot say out of the sky, for there was no sky. Diamond had not seen the lightning, for he had been intent on finding the face of North Wind. Every moment the folds of her garment would sweep across his eyes and blind him, but between, he could just persuade himself that he saw great glories of woman’s eyes looking down through rifts in the mountainous clouds over his head.",same moment peal thunder shake heart side bosom hurtle heaven say sky be sky see lightning intent find face moment fold garment sweep eye blind persuade see great glory woman eye look rift mountainous cloud head 
10,"He trembled so at the thunder, that his knees failed him, and he sunk down at North Wind’s feet, and clasped her round the column of her ankle. She instantly stooped, lifted him from the roof--up--up into her bosom, and held him there, saying, as if to an inconsolable child--",tremble thunder knee fail sink foot clasp column ankle stoop lift roof bosom hold say inconsolable child 
