id,paragraph,tokens
11,"“Diamond, dear, this will never do.”",dear do 
12,"“Oh yes, it will,” answered Diamond. “I am all right now--quite comfortable, I assure you, dear North Wind. If you will only let me stay here, I shall be all right indeed.”",answer comfortable assure dear let stay right 
13,"“But you will feel the wind here, Diamond.”",feel wind 
14,"“I don’t mind that a bit, so long as I feel your arms through it,”  answered Diamond, nestling closer to her grand bosom.",mind bit feel arm answer nestle close grand bosom 
15,"“Brave boy!” returned North Wind, pressing him closer.",brave boy return press close 
16,"“No,” said Diamond, “I don’t see that. It’s not courage at all, so long as I feel you there.”",say see courage feel 
17,“But hadn’t you better get into my hair? Then you would not feel the wind; you will here.”,get hair feel wind 
18,"“Ah, but, dear North Wind, you don’t know how nice it is to feel your arms about me. It is a thousand times better to have them and the wind together, than to have only your hair and the back of your neck and no wind at all.”",dear know nice feel arm time good have wind have hair back neck wind 
19,“But it is surely more comfortable there?”,comfortable 
20,"“Well, perhaps; but I begin to think there are better things than being comfortable.”",begin think be good thing comfortable 
21,"“Yes, indeed there are. Well, I will keep you in front of me. You will feel the wind, but not too much. I shall only want one arm to take care of you; the other will be quite enough to sink the ship.”",be keep front feel wind much want arm take care other enough sink ship 
22,"“Oh, dear North Wind! how can you talk so?”",dear talk 
23,"“My dear boy, I never talk; I always mean what I say.”",dear boy talk mean say 
24,“Then you do mean to sink the ship with the other hand?”,mean sink ship other hand 
25,“Yes.”,
26,“It’s not like you.”,
27,“How do you know that?”,know 
28,"“Quite easily. Here you are taking care of a poor little boy with one arm, and there you are sinking a ship with the other. It can’t be like you.”",take care poor little boy arm sink ship other 
29,"“Ah! but which is me? I can’t be two mes, you know.”",me know 
30,“No. Nobody can be two mes.”,me 
31,"“Well, which me is me?”",
32,“Now I must think. There looks to be two.”,think look 
33,"“Yes. That’s the very point.--You can’t be knowing the thing you don’t know, can you?”",very point know thing know 
34,“No.”,
35,“Which me do you know?”,know 
36,"“The kindest, goodest, best me in the world,” answered Diamond, clinging to North Wind.",kindest goodest good world answer cling 
37,“Why am I good to you?”,good 
38,“I don’t know.”,know 
39,“Have you ever done anything for me?”,do 
40,“No.”,
41,“Then I must be good to you because I choose to be good to you.”,good choose good 
42,“Yes.”,
43,“Why should I choose?”,choose 
44,“Because--because--because you like.”,like 
45,“Why should I like to be good to you?”,like good 
46,"“I don’t know, except it be because it’s good to be good to me.”",know good good 
47,“That’s just it; I am good to you because I like to be good.”,good like good 
48,“Then why shouldn’t you be good to other people as well as to me?”,good other person 
49,“That’s just what I don’t know. Why shouldn’t I?”,know 
50,“I don’t know either. Then why shouldn’t you?”,know 
51,“Because I am.”,
52,"“There it is again,” said Diamond. “I don’t see that you are. It looks quite the other thing.”",say see look other thing 
53,"“Well, but listen to me, Diamond. You know the one me, you say, and that is good.”",listen know one say good 
54,“Yes.”,
55,“Do you know the other me as well?”,know other 
56,“No. I can’t. I shouldn’t like to.”,like 
57,“There it is. You don’t know the other me. You are sure of one of them?”,know other sure 
58,“Yes.”,
59,“And you are sure there can’t be two mes?”,sure me 
60,“Yes.”,
61,"“Then the me you don’t know must be the same as the me you do know,--else there would be two mes?”",know same know be me 
62,“Yes.”,
63,“Then the other me you don’t know must be as kind as the me you do know?”,other know kind know 
64,“Yes.”,
65,"“Besides, I tell you that it is so, only it doesn’t look like it. That I confess freely. Have you anything more to object?”",tell look confess have more object 
66,"“No, no, dear North Wind; I am quite satisfied.”",dear satisfied 
67,"“Then I will tell you something you might object. You might say that the me you know is like the other me, and that I am cruel all through.”",tell object say know other cruel 
68,"“I know that can’t be, because you are so kind.”",know kind 
69,“But that kindness might be only a pretence for the sake of being more cruel afterwards.”,kindness pretence sake cruel 
70,"Diamond clung to her tighter than ever, crying--",cling tight cry 
71,"“No, no, dear North Wind; I can’t believe that. I don’t believe it. I won’t believe it. That would kill me. I love you, and you must love me, else how did I come to love you? How could you know how to put on such a beautiful face if you did not love me and the rest? No. You may sink as many ships as you like, and I won’t say another word. I can’t say I shall like to see it, you know.”",dear believe believe believe kill love love come love know put beautiful face love rest sink many ship like say word say like see know 
72,"“That’s quite another thing,” said North Wind; and as she spoke she gave one spring from the roof of the hay-loft, and rushed up into the clouds, with Diamond on her left arm close to her heart. And as if the clouds knew she had come, they burst into a fresh jubilation of thunderous light. For a few moments, Diamond seemed to be borne up through the depths of an ocean of dazzling flame; the next, the winds were writhing around him like a storm of serpents. For they were in the midst of the clouds and mists, and they of course took the shapes of the wind, eddying and wreathing and whirling and shooting and dashing about like grey and black water, so that it was as if the wind itself had taken shape, and he saw the grey and black wind tossing and raving most madly all about him. Now it blinded him by smiting him upon the eyes; now it deafened him by bellowing in his ears; for even when the thunder came he knew now that it was the billows of the great ocean of the air dashing against each other in their haste to fill the hollow scooped out by the lightning; now it took his breath quite away by sucking it from his body with the speed of its rush. But he did not mind it. He only gasped first and then laughed, for the arm of North Wind was about him, and he was leaning against her bosom. It is quite impossible for me to describe what he saw. Did you ever watch a great wave shoot into a winding passage amongst rocks? If you ever did, you would see that the water rushed every way at once, some of it even turning back and opposing the rest; greater confusion you might see nowhere except in a crowd of frightened people. Well, the wind was like that, except that it went much faster, and therefore was much wilder, and twisted and shot and curled and dodged and clashed and raved ten times more madly than anything else in creation except human passions. Diamond saw the threads of the lady’s hair streaking it all. In parts indeed he could not tell which was hair and which was black storm and vapour. It seemed sometimes that all the great billows of mist-muddy wind were woven out of the crossing lines of North Wind’s infinite hair, sweeping in endless intertwistings. And Diamond felt as the wind seized on his hair, which his mother kept rather long, as if he too was a part of the storm, and some of its life went out from him. But so sheltered was he by North Wind’s arm and bosom that only at times, in the fiercer onslaught of some curl-billowed eddy, did he recognise for a moment how wild was the storm in which he was carried, nestling in its very core and formative centre.",thing say speak give spring roof hay loft rush cloud left arm heart cloud know come burst fresh jubilation thunderous light few moment seem borne depth ocean dazzle flame next wind writhe storm serpent midst cloud mist course take shape wind eddy wreath whirl shoot dash grey black water wind take shape see grey black wind toss rave blind smite eye deafen bellow ear thunder come know billow great ocean air dash other haste fill hollow scoop lightning take breath suck body speed rush mind gasp laugh arm lean bosom impossible describe see watch great wave shoot wind passage rock do see water rush way turn oppose rest great confusion see crowd frighten person wind go fast wild twist shoot curl dodg clash rave time else creation human passion see thread lady hair streak part tell hair black storm vapour seem great billow mist muddy wind wove crossing line infinite hair sweep endless intertwisting feel wind seize hair mother keep part storm life go shelter arm bosom time fiercer onslaught curl billow eddy recognise moment wild storm carry nestle very core formative centre 
73,"It seemed to Diamond likewise that they were motionless in this centre, and that all the confusion and fighting went on around them. Flash after flash illuminated the fierce chaos, revealing in varied yellow and blue and grey and dusky red the vapourous contention; peal after peal of thunder tore the infinite waste; but it seemed to Diamond that North Wind and he were motionless, all but the hair. It was not so. They were sweeping with the speed of the wind itself towards the sea.",seem motionless centre confusion fighting go flash flash illuminate fierce chaos reveal varied yellow blue grey dusky red vapourous contention peal peal thunder tore infinite waste seem motionless hair sweep speed wind sea 
74,,
75, ,
