id,paragraph,tokens
1,"CHAPTER 1. ""GOOD-BYE"" TO THE OLD LIFE.",good old life 
2,"""Me want to see Hetty,"" said an imperious baby voice.",want see say imperious baby voice 
3,"""No, no; not this morning, Miss Nan, dear.""",morning dear 
4,"""Me do want to see Hetty,"" was the quick, impatient reply.  And a sturdy indignant little face looked up at Nurse, to watch the effect of the last decisive words.",want see quick impatient reply sturdy indignant little face look watch effect last decisive word 
5,"Finding no affirmative reply on Nurse's placid face, the small lips closed firmly--two dimples came and went on two very round cheeks--the mischievous brown eyes grew full of laughter, and the next moment the little questioner had squeezed her way through a slightly open door, and was toddling down the broad stone stairs and across a landing to Hetty's room.  The room door was open, so the truant went in.  A bed with the bedclothes all tossed about, a half worn-out slipper on the floor, a very untidy dressing-table met her eyes, but no Hetty.",find affirmative reply placid face small lip close dimple come go round cheek mischievous brown eye grow full laughter next moment little questioner squeeze way open door toddle broad stone stair landing room room door open truant go bed bedclothe toss half wear out slipper floor untidy dress table meet eye 
6,"""Me want Hetty, me do,"" piped the treble voice, and then the little feet commenced a careful and watchful pilgrimage, the lips still firmly shut, the dimples coming and going, and the eyes throwing many upward glances in the direction of Nurse and the nursery.",want do pipe treble voice little foot commence careful watchful pilgrimage lip shut dimple come go eye throw many upward glance direction nursery 
7,"No pursuit as yet, and great, great hope of finding Hetty somewhere in the down-stair regions.  Ah, now, how good! those dangerous stairs had been descended, and the little voice calling in shrill tones for Hetty rang out in the wide hall.",pursuit great great hope find stair region good dangerous stair descend little voice call shrill tone ring wide hall 
8,"""Let her come to me,"" suddenly said an answering voice, and a girl of about twelve, dressed in deep mourning, suddenly opened the door of a small study and clasped the little one in her arms.",let come say answer voice girl dress deep mourn open door small study clasp little one arm 
9,"""So you have found me, my precious, my dearest!  Brave, plucky little Nan, you have got away from Nurse and found me out!  Come into the study, now, darling, and you shall have some breakfast.""",find precious dearest brave plucky little get find come study darling have breakfast 
10,"""Me want a bicky, Hetty,"" said the baby voice; the round arms clasped Hester's neck, but the brown eyes were already travelling eagerly over the breakfast table in quest of spoil for those rosy little lips.",want bicky say baby voice round arm clasp neck brown eye travel breakfast table quest spoil rosy little lip 
11,"""Here are two biscuits, Nan.  Nan, look me in the face--here, sit steady on my knee; you lose me, don't you Nan?""",biscuit nan look face sit steady knee lose 
12,"""Course me do,"" said the child.",course do say child 
13,"""And I'm going away from you, Nan, darling.  For months and months I won't see anything of you.  My heart will be always with you, and I shall think of you morning, noon, and night.  I love no one as I love you, Nan.  You will think of me, and love me too; won't you, Nan?""",go month month see heart think morning noon night love love think love 
14,"""Me will,"" said Nan; ""me want more bicky, Hetty.""",say want bicky 
15,"""Yes, yes,"" answered Hester; ""put your arms tight round my neck, and you shall have sugar, too.  Tighter than that, Nan, and you shall have two lumps of sugar--oh, yes, you shall--I don't care if it makes you sick-- you shall have just what you want the last moment we are together.""",answer put arm tight neck have sugar tighter have lump sugar care make sick have want last moment 
16,Baby Nan was only too pleased to crumple up a crape frill and to smear a black dress with sticky little fingers for the sake of the sugar which Hetty plied her with.,pleased crumple crape frill smear black dress sticky little finger sake sugar ply 
17,"""More, Hetty,"" she said; ""me'll skeeze 'oo vedy tight for more.""",more say skeeze tight more 
18,On this scene Nurse unexpectedly entered.,scene enter 
19,"""Well, I never! and so you found your way all downstairs by yourself, you little toddle.  Now, Miss Hetty, I hope you haven't been giving the precious lamb sugar; you know it never does suit the little dear.  Oh, fie! baby; and what sticky hands!  Miss Hetty, she has crumpled all your crape frills.""",find way little toddle hope give precious lamb sugar know suit little dear baby sticky hand crumple crape frill 
20,"""What matter?"" said Hester.  ""I wanted a good hug, and I gave her three or four lumps.  Babies won't squeeze you tight for nothing.  There, my Nancy, go back to Nurse.  Nurse, take her away; I'll break down in a minute if I see her looking at me with that little pout.""",matter say want good hug give lump baby squeeze tight go nurse take break minute see look little pout 
21,Nurse took the child into her arms.,nurse take child arm 
22,"""Good-bye, Miss Hester, dear.  Try to be a good girl at school.  Take my word, missy--things won't be as dark as they seem.""",good dear try good girl school take word thing dark seem 
23,"""Good-bye, Nurse,"" said Hester hastily.  ""Is that you, father? are you calling me?""",good say father call 
